year,iso," country_name","disaster type",occurrence,"Total deaths",Injured,Affected,Homeless,"Total affected","Total damage  ('000 US$)"
1998,ZAF,"South Africa",Wildfire,1,25,,,,,
1998,ESP,Spain,Storm,1,,,,,,1000
1998,ESP,Spain,Wildfire,1,,,600,,600,42108
1998,TWN,"Taiwan (Province of China)",Epidemic,1,54,,250000,,250000,
1998,TWN,"Taiwan (Province of China)",Flood,1,3,,300,,300,19000
1998,TWN,"Taiwan (Province of China)",Storm,2,13,,400000,,400000,129000
1998,USA,"United States of America (the)","Extreme temperature ",1,130,,,,,4275000
1998,USA,"United States of America (the)",Flood,7,31,,32000,5000,37000,1062000
1998,USA,"United States of America (the)",Storm,20,203,495,151547,1579,153621,10053450
1998,USA,"United States of America (the)",Wildfire,4,2,124,41032,65,41221,281100
1998,VNM,"Viet Nam",Epidemic,2,234,,8000,,8000,
1998,VNM,"Viet Nam",Flood,1,45,5,31030,1470,32505,13700
1998,VNM,"Viet Nam",Storm,3,368,92,2481635,43510,2525237,108200
1999,AFG,Afghanistan,Earthquake,1,70,500,60185,31275,91960,
1999,AFG,Afghanistan,Epidemic,2,135,,20702,,20702,
1999,AFG,Afghanistan,Flood,1,,,500,,500,
1999,AFG,Afghanistan,Wildfire,1,,,,,,
1999,ARG,Argentina,Wildfire,1,,,,,,
1999,AUS,Australia,Storm,4,7,25,10000,672,10697,2196300
1999,AUS,Australia,Wildfire,1,1,,2000,,2000,
1999,BGD,Bangladesh,Earthquake,1,6,200,,15000,15200,
1999,BGD,Bangladesh,Flood,5,196,170,471250,24000,495420,
1999,BGD,Bangladesh,Storm,6,128,510,1000,100000,101510,
1999,BEL,Belgium,Storm,2,2,5,900,,905,50486
1999,BRA,Brazil,Epidemic,1,3,,235,,235,
1999,BRA,Brazil,Flood,1,7,,,,,
1999,BRA,Brazil,Landslide,1,25,9,,,9,
1999,BRA,Brazil,Wildfire,1,,,,,,
1999,KHM,Cambodia,Epidemic,1,56,,874,,874,
1999,KHM,Cambodia,Flood,2,7,,634574,25805,660379,500
1999,CAN,Canada,Storm,2,7,,4000,200,4200,100
1999,CAN,Canada,Wildfire,1,,,1500,,1500,
1999,CHL,Chile,Wildfire,1,,,,1000,1000,280000
1999,CHN,China,Drought,1,,,19000000,,19000000,
1999,CHN,China,Earthquake,3,,7,3015800,21000,3036807,44000
1999,CHN,China,Flood,6,1185,24000,104928000,2245000,107197000,9254400
1999,CHN,China,Landslide,1,23,10,,35,45,
1999,CHN,China,Storm,9,496,3860,1993800,183950,2181610,829700
1999,CHN,China,Wildfire,1,23,,,,,
1999,COL,Colombia,Earthquake,1,1186,8563,745000,452370,1205933,1857366
1999,COL,Colombia,Flood,3,41,40,100000,51350,151390,3
1999,COL,Colombia,Landslide,2,47,,200,3200,3400,
1999,COL,Colombia,Storm,1,2,,,,,500
1999,DNK,Denmark,Storm,1,7,,,,,2604939
1999,DOM,"Dominican Republic (the)",Epidemic,1,16,,,,,
1999,FJI,Fiji,Storm,1,12,,,1772,1772,3500
1999,FRA,France,Flood,3,36,5,3900,200,4105,500000
1999,FRA,France,Landslide,1,11,,200,60,260,10790
1999,FRA,France,Storm,3,99,31,3500000,,3500031,12000000
1999,FRA,France,Wildfire,1,,,,6,6,
1999,DEU,Germany,Flood,1,7,,100000,,100000,430000
1999,DEU,Germany,Landslide,1,5,,,,,6230
1999,DEU,Germany,Storm,2,18,,,,,1750000
1999,GHA,Ghana,Epidemic,3,24,,1196,,1196,
1999,GHA,Ghana,Flood,1,52,29,291573,33000,324602,21000
1999,GRC,Greece,Earthquake,1,143,2000,113031,108,115139,4200000
1999,IND,India,Earthquake,1,100,394,372000,105500,477894,2000
1999,IND,India,Epidemic,5,281,,79504,,79504,
1999,IND,India,"Extreme temperature ",1,140,,,,,
1999,IND,India,Flood,2,554,,27620000,,27620000,2400
1999,IND,India,Storm,3,10378,4312,13165696,700000,13870008,2990000
1999,IND,India,Wildfire,1,6,,,,,
1999,IDN,Indonesia,Earthquake,1,5,220,14000,2700,16920,3900
1999,IDN,Indonesia,Epidemic,3,56,,4645,,4645,
1999,IDN,Indonesia,Flood,1,12,,16000,,16000,
1999,IDN,Indonesia,Landslide,2,89,2,,,2,
1999,IDN,Indonesia,Wildfire,1,,,,,,1800
1999,IRL,Ireland,Storm,1,8,,,,,100000
1999,ITA,Italy,Landslide,1,1,,,,,5510
1999,ITA,Italy,Wildfire,1,,,,,,
1999,JPN,Japan,Flood,2,60,28,24000,111,24139,107000
1999,JPN,Japan,Storm,1,26,438,20000,6900,27338,5000000
1999,PRK,"Korea (the Democratic People's Republic of)",Flood,1,42,94,39136,2905,42135,2000
1999,KOR,"Korea (the Republic of)",Flood,1,64,,24408,5800,30208,332000
1999,KOR,"Korea (the Republic of)",Storm,1,4,,,514,514,4000
1999,MYS,Malaysia,Flood,1,1,,2000,,2000,
1999,MEX,Mexico,Drought,1,,,65000,,65000,100000
1999,MEX,Mexico,Earthquake,3,46,415,137500,,137915,391600
1999,MEX,Mexico,"Extreme temperature ",1,15,,,,,
1999,MEX,Mexico,Flood,4,654,160,532200,86000,618360,451300
1999,MEX,Mexico,Storm,1,9,,2000,2000,4000,
1999,MEX,Mexico,"Volcanic activity",1,,,650,,650,
1999,MAR,Morocco,Drought,1,,,275000,,275000,900000
1999,MOZ,Mozambique,Flood,1,23,,70000,,70000,12400
1999,NLD,"Netherlands (the)",Epidemic,1,13,,200,,200,
1999,NZL,"New Zealand",Flood,1,,,350,,350,
1999,NGA,Nigeria,Epidemic,5,516,,2977,,2977,
1999,NGA,Nigeria,Flood,3,89,,80000,37000,117000,
1999,NGA,Nigeria,Storm,1,100,,,,,
1999,PAK,Pakistan,Drought,1,143,,2200000,,2200000,247000
1999,PAK,Pakistan,"Extreme temperature ",1,11,,,,,
1999,PAK,Pakistan,Flood,2,34,43,,1000,1043,
1999,PAK,Pakistan,Storm,2,258,221,315040,221090,536351,10936
1999,PER,Peru,Earthquake,2,1,80,7000,1050,8130,1100
1999,PER,Peru,Flood,2,74,1200,240000,250000,491200,
1999,PER,Peru,Landslide,1,40,,,1200,1200,
1999,PHL,"Philippines (the)",Earthquake,1,6,40,150,,190,1794
1999,PHL,"Philippines (the)",Epidemic,1,10,,402,,402,
1999,PHL,"Philippines (the)",Flood,4,164,111,2100250,4655,2105016,24000
1999,PHL,"Philippines (the)",Landslide,4,100,10,,35,45,
1999,PHL,"Philippines (the)",Storm,8,100,56,1382143,5091,1387290,56487
1999,SGP,Singapore,Epidemic,1,1,,11,,11,
1999,ZAF,"South Africa",Flood,2,27,,2300,,2300,19600
1999,ZAF,"South Africa",Storm,2,26,480,13000,5300,18780,25000
1999,ZAF,"South Africa",Wildfire,1,4,5,,3000,3005,
1999,ESP,Spain,Drought,1,,,,,,3200000
1999,ESP,Spain,Earthquake,1,,20,,,20,44004
1999,ESP,Spain,Storm,1,6,,,,,100000
1999,SWE,Sweden,Storm,1,3,,,,,160000
1999,TWN,"Taiwan (Province of China)",Earthquake,2,2265,8918,,100000,108918,14100800
1999,THA,Thailand,Drought,1,,,6000000,,6000000,
1999,THA,Thailand,Flood,6,22,,283562,200,283762,13267
1999,USA,"United States of America (the)",Drought,1,,,,,,1100000
1999,USA,"United States of America (the)","Extreme temperature ",1,257,,,,,1000000
1999,USA,"United States of America (the)",Flood,1,,,100,,100,300
1999,USA,"United States of America (the)",Storm,16,227,929,3050951,6990,3058870,12600500
1999,USA,"United States of America (the)",Wildfire,3,1,,800,219,1019,92000
1999,VNM,"Viet Nam",Drought,1,,,1400000,,1400000,
1999,VNM,"Viet Nam",Flood,3,789,576,5639150,143555,5783281,309500
1999,VNM,"Viet Nam",Storm,1,10,,,,,
2000,AFG,Afghanistan,Drought,1,37,,2580000,,2580000,50
2000,AFG,Afghanistan,Epidemic,4,557,,2228,,2228,
2000,ARG,Argentina,"Extreme temperature ",1,15,,300,,300,
2000,ARG,Argentina,Flood,4,13,40,30000,7800,37840,300000
2000,ARG,Argentina,Storm,2,1,,,430,430,
2000,ARG,Argentina,Wildfire,1,8,,,,,
2000,AUS,Australia,Flood,1,,,600,,600,265000
2000,AUS,Australia,"Insect infestation",1,,,,,,120000
2000,AUS,Australia,Storm,3,1,,1350,,1350,150000
2000,AUS,Australia,Wildfire,1,,,200,,200,
2000,BGD,Bangladesh,Earthquake,1,,,1000,,1000,
2000,BGD,Bangladesh,Epidemic,3,31,,26214,,26214,
2000,BGD,Bangladesh,"Extreme temperature ",1,49,,,,,
2000,BGD,Bangladesh,Flood,3,43,60,2667138,12000,2679198,500000
2000,BGD,Bangladesh,Storm,7,99,599,72500,73500,146599,
2000,BRA,Brazil,"Extreme temperature ",1,7,,,,,
2000,BRA,Brazil,Flood,4,48,,17000,70000,87000,
2000,BRA,Brazil,Landslide,1,60,,,143000,143000,75000
2000,KHM,Cambodia,Flood,1,347,53,3448000,,3448053,160000
2000,CAN,Canada,Storm,1,11,140,,700,840,13000
2000,CHL,Chile,"Extreme temperature ",1,,,,,,10000
2000,CHL,Chile,Flood,2,16,,171266,10401,181667,30000
2000,CHN,China,Drought,3,,,20000000,,20000000,796115
2000,CHN,China,Earthquake,5,9,2791,1814300,287959,2105050,116983
2000,CHN,China,Flood,9,422,407,709000,53500,762907,315366
2000,CHN,China,Landslide,2,85,27,,2000,2027,2400
2000,CHN,China,Storm,10,162,724,2464000,66665,2531389,260321
2000,COL,Colombia,Earthquake,1,2,,430,,430,
2000,COL,Colombia,Flood,3,113,,40000,39000,79000,
2000,EGY,Egypt,"Extreme temperature ",1,3,105,,,105,
2000,FJI,Fiji,Flood,1,4,,,,,
2000,FRA,France,Flood,6,5,12,2300,,2312,
2000,FRA,France,Storm,1,6,7,,200,207,
2000,GRC,Greece,Earthquake,1,,,600,,600,
2000,GRC,Greece,"Extreme temperature ",1,27,176,,,176,3000
2000,GRC,Greece,Flood,2,1,,6600,,6600,
2000,GRC,Greece,Wildfire,2,9,19,,90,109,
2000,ISL,Iceland,Earthquake,2,,1,129,69,199,24000
2000,IND,India,Drought,1,20,,50000000,,50000000,588000
2000,IND,India,Epidemic,8,242,,1851,,1851,
2000,IND,India,"Extreme temperature ",2,282,,,,,
2000,IND,India,Flood,6,2086,16,50134035,252000,50386051,907500
2000,IND,India,Landslide,3,187,38,7000,,7038,
2000,IND,India,Storm,2,,,30000,,30000,
2000,IDN,Indonesia,Earthquake,5,149,3108,208500,58500,270108,73000
2000,IDN,Indonesia,Epidemic,2,25,,1719,,1719,
2000,IDN,Indonesia,Flood,3,264,21,475852,,475873,113000
2000,IDN,Indonesia,Landslide,4,126,19,54085,2645,56749,54600
2000,IDN,Indonesia,Wildfire,1,,,,,,
2000,IRL,Ireland,Epidemic,1,2,,1374,,1374,
2000,IRL,Ireland,Storm,1,1,,,,,100000
2000,ITA,Italy,Flood,4,46,22,46000,,46022,8050000
2000,JPN,Japan,Earthquake,2,1,130,6790,312,7232,500000
2000,JPN,Japan,Flood,1,18,110,360000,,360110,7440000
2000,JPN,Japan,Storm,3,13,141,192900,,193041,2050000
2000,JPN,Japan,"Volcanic activity",2,,,16400,,16400,
2000,PRK,"Korea (the Democratic People's Republic of)",Storm,1,46,180,480000,147000,627180,6000000
2000,KOR,"Korea (the Republic of)",Epidemic,1,6,,39531,,39531,
2000,KOR,"Korea (the Republic of)",Flood,2,20,3,500,2586,3089,50000
2000,KOR,"Korea (the Republic of)",Storm,2,33,,,711,711,82300
2000,KOR,"Korea (the Republic of)",Wildfire,1,2,15,,840,855,
2000,MYS,Malaysia,Epidemic,2,4,,988,,988,
2000,MYS,Malaysia,Flood,1,12,,8000,,8000,1000
2000,MYS,Malaysia,Storm,1,,,500,,500,
2000,MEX,Mexico,Earthquake,1,,1,,,1,
2000,MEX,Mexico,"Extreme temperature ",1,66,,,,,
2000,MEX,Mexico,Flood,3,139,,2000,,2000,
2000,MEX,Mexico,Storm,2,31,,30300,,30300,1000
2000,MEX,Mexico,"Volcanic activity",1,,,41000,,41000,
2000,MAR,Morocco,"Extreme temperature ",1,,,,,,809
2000,MAR,Morocco,Flood,2,6,,950,,950,
2000,MOZ,Mozambique,Epidemic,2,11,,18583,,18583,
2000,MOZ,Mozambique,Flood,1,800,,4500000,,4500000,419200
2000,MOZ,Mozambique,Storm,4,32,4,350,1050,1404,1000
2000,NZL,"New Zealand",Flood,1,,,,,,1000
2000,NZL,"New Zealand",Storm,1,,,,,,
2000,NGA,Nigeria,Epidemic,3,99,,1255,,1255,
2000,NGA,Nigeria,Flood,6,4,,500,5000,5500,6705
2000,NGA,Nigeria,Landslide,2,32,,,300,300,
2000,NGA,Nigeria,Storm,1,,,,1000,1000,
2000,PAK,Pakistan,Epidemic,3,109,,258,,258,
2000,PAK,Pakistan,"Extreme temperature ",1,24,,,,,
2000,PER,Peru,Flood,1,22,,,50,50,
2000,PER,Peru,"Insect infestation",1,,,,,,
2000,PER,Peru,Landslide,1,11,,,,,
2000,PHL,"Philippines (the)",Epidemic,1,1,,664,,664,
2000,PHL,"Philippines (the)",Flood,3,55,,160393,5250,165643,4080
2000,PHL,"Philippines (the)",Landslide,1,287,38,2800,,2838,
2000,PHL,"Philippines (the)","Mass movement (dry)",1,11,,,,,
2000,PHL,"Philippines (the)",Storm,6,394,355,6067076,120000,6187431,83464
2000,PHL,"Philippines (the)","Volcanic activity",1,,,68426,,68426,2214
2000,PRT,Portugal,Storm,1,4,10,,60,70,
2000,SAU,"Saudi Arabia",Epidemic,2,133,,497,,497,
2000,SGP,Singapore,Epidemic,1,2,,2022,,2022,
2000,ZAF,"South Africa",Epidemic,1,181,,86107,,86107,
2000,ZAF,"South Africa",Flood,3,93,,3000,200,3200,160000
2000,ZAF,"South Africa",Storm,1,1,100,,200,300,
2000,ZAF,"South Africa",Wildfire,1,,,1000,250,1250,10000
2000,ESP,Spain,Flood,2,24,,1000,,1000,75000
2000,ESP,Spain,Storm,2,14,2,,,2,
2000,ESP,Spain,Wildfire,1,,,,,,
2000,TWN,"Taiwan (Province of China)",Storm,2,103,102,,2000,2102,285000
2000,THA,Thailand,Epidemic,1,89,,1946,,1946,
2000,THA,Thailand,Flood,4,107,570,3323231,,3323801,109056
2000,THA,Thailand,Storm,1,2,,41219,,41219,
2000,USA,"United States of America (the)",Drought,2,,,,,,1100000
2000,USA,"United States of America (the)",Earthquake,1,,70,25000,104,25174,50000
2000,USA,"United States of America (the)","Extreme temperature ",1,35,,,,,
2000,USA,"United States of America (the)",Flood,8,8,,1646,2000,3646,286000
2000,USA,"United States of America (the)",Storm,12,105,351,19218,3585,23154,1865600
2000,USA,"United States of America (the)",Wildfire,7,14,2,35400,685,36087,2500000
2000,VNM,"Viet Nam",Flood,2,496,7,5025000,,5025007,265000
2000,VNM,"Viet Nam",Landslide,2,73,39,,,39,
2000,VNM,"Viet Nam",Storm,7,23,169,2505,11860,14534,26035
2001,AFG,Afghanistan,Earthquake,2,4,20,,250,270,
2001,AFG,Afghanistan,Epidemic,2,154,,4425,,4425,
2001,AFG,Afghanistan,"Extreme temperature ",2,327,,200000,,200000,10
2001,ARG,Argentina,"Extreme temperature ",1,14,,3000,,3000,
2001,ARG,Argentina,Flood,3,1,,251300,,251300,750000
2001,ARG,Argentina,Storm,2,20,150,500,2000,2650,15000
2001,ARG,Argentina,Wildfire,1,,,,,,
2001,AUS,Australia,Flood,4,4,31,3970,,4001,225000
2001,AUS,Australia,Storm,3,2,27,180,,207,6600
2001,AUS,Australia,Wildfire,2,,,4400,,4400,90000
2001,BGD,Bangladesh,"Extreme temperature ",1,6,2000,,,2000,
2001,BGD,Bangladesh,Flood,2,9,,700000,,700000,
2001,BGD,Bangladesh,Storm,4,238,2750,26000,,28750,
2001,BRA,Brazil,Drought,1,,,1000000,,1000000,
2001,BRA,Brazil,Flood,3,85,196,1750,9100,11046,45000
2001,BRA,Brazil,Storm,1,13,,,3400,3400,
2001,KHM,Cambodia,Drought,1,,,300000,,300000,
2001,KHM,Cambodia,Flood,1,56,,1669182,,1669182,15000
2001,CAN,Canada,Epidemic,1,1,,399,,399,
2001,CAN,Canada,Storm,1,11,,,30,30,
2001,CAN,Canada,Wildfire,1,,,1200,,1200,
2001,CHL,Chile,Flood,3,4,,12245,314,12559,8900
2001,CHL,Chile,Storm,1,2,,2000,400,2400,
2001,CHN,China,Drought,2,,,16330000,,16330000,
2001,CHN,China,Earthquake,5,8,1124,175000,327000,503124,91000
2001,CHN,China,Flood,9,402,3209,2094000,252630,2349839,711000
2001,CHN,China,"Insect infestation",1,,,,,,
2001,CHN,China,Landslide,6,168,48,10000,11585,21633,60000
2001,CHN,China,Storm,10,344,86690,20816148,263000,21165838,3587000
2001,COL,Colombia,Flood,2,,,6000,,6000,
2001,COL,Colombia,Landslide,2,94,32,,,32,
2001,COL,Colombia,Storm,1,5,200,,7500,7700,
2001,COL,Colombia,Wildfire,1,,,,,,
2001,DOM,"Dominican Republic (the)",Storm,1,3,,,,,10
2001,FJI,Fiji,Storm,1,1,,,,,
2001,FRA,France,Flood,5,3,1,16881,,16882,132350
2001,FRA,France,Storm,2,14,120,300,,420,
2001,DEU,Germany,Storm,1,6,,,,,300000
2001,GHA,Ghana,Epidemic,2,12,,1141,,1141,
2001,GHA,Ghana,Flood,1,12,25,139000,5000,144025,
2001,GRC,Greece,Earthquake,1,,,300,,300,
2001,GRC,Greece,Flood,2,11,,1050,,1050,
2001,IND,India,Earthquake,1,20005,166812,4365000,1790000,6321812,2623000
2001,IND,India,Epidemic,4,89,,58889,,58889,
2001,IND,India,"Extreme temperature ",2,173,,,,,
2001,IND,India,Flood,9,581,40,20610000,,20610040,361924
2001,IND,India,Landslide,3,98,,,,,
2001,IND,India,Storm,3,99,,25000,2000,27000,
2001,IDN,Indonesia,Earthquake,2,,12,12500,,12512,
2001,IDN,Indonesia,Flood,4,402,4,80000,5690,85694,10000
2001,IDN,Indonesia,Landslide,4,185,,,23910,23910,10000
2001,ITA,Italy,Flood,2,2,,,,,100000
2001,ITA,Italy,Storm,1,,,,,,175000
2001,ITA,Italy,"Volcanic activity",1,,,,,,3100
2001,JPN,Japan,Earthquake,1,2,161,11100,,11261,500000
2001,JPN,Japan,Flood,1,1,,138,,138,
2001,JPN,Japan,Storm,4,22,368,9508,12,9888,1300000
2001,PRK,"Korea (the Democratic People's Republic of)",Flood,2,124,84,157500,30000,187584,9400
2001,KOR,"Korea (the Republic of)",Drought,1,,,,,,
2001,KOR,"Korea (the Republic of)",Flood,2,70,,310000,,310000,76000
2001,KOR,"Korea (the Republic of)",Storm,1,11,300,,,300,290000
2001,MYS,Malaysia,Flood,4,11,,33200,,33200,
2001,MEX,Mexico,Flood,1,21,,,,,
2001,MEX,Mexico,Storm,5,5,,5600,800,6400,401000
2001,MAR,Morocco,Flood,1,15,,300,,300,2200
2001,MOZ,Mozambique,Drought,1,,,100000,,100000,
2001,MOZ,Mozambique,Epidemic,1,7,,611,,611,
2001,MOZ,Mozambique,Flood,2,79,,749326,,749326,36000
2001,NZL,"New Zealand","Extreme temperature ",1,,,,,,200000
2001,NGA,Nigeria,Epidemic,5,544,,2636,,2636,
2001,NGA,Nigeria,Flood,3,200,50,84065,5802,89917,3000
2001,PAK,Pakistan,Earthquake,1,12,100,914192,,914292,500
2001,PAK,Pakistan,Epidemic,1,,,5000,,5000,
2001,PAK,Pakistan,"Extreme temperature ",1,,,,,,
2001,PAK,Pakistan,Flood,1,210,179,400000,,400179,246000
2001,PAK,Pakistan,Landslide,2,31,12,,,12,
2001,PAK,Pakistan,Storm,1,4,,,500,500,
2001,PER,Peru,Earthquake,3,151,2733,226500,124865,354098,300000
2001,PER,Peru,Flood,3,15,10,66300,,66310,
2001,PER,Peru,Landslide,1,20,,,150,150,
2001,PHL,"Philippines (the)",Flood,3,43,,91300,,91300,8000
2001,PHL,"Philippines (the)",Storm,6,587,480,3349957,100000,3450437,99061
2001,PHL,"Philippines (the)","Volcanic activity",2,,,83221,,83221,2580
2001,PRT,Portugal,Flood,1,6,,,200,200,
2001,PRT,Portugal,Wildfire,1,,,,,,
2001,SAU,"Saudi Arabia",Epidemic,1,35,,74,,74,
2001,ZAF,"South Africa",Flood,2,5,12,42656,,42668,
2001,ZAF,"South Africa",Storm,2,14,40,,600,640,
2001,ZAF,"South Africa",Wildfire,2,31,,,,,
2001,ESP,Spain,Epidemic,1,2,,751,,751,
2001,ESP,Spain,Storm,1,10,,,,,72000
2001,TWN,"Taiwan (Province of China)",Storm,5,195,339,650000,2000,652339,1047000
2001,THA,Thailand,Flood,6,222,139,465510,4730,470379,28500
2001,THA,Thailand,Storm,1,,,150,,150,
2001,USA,"United States of America (the)",Earthquake,1,1,400,,,400,2000000
2001,USA,"United States of America (the)","Extreme temperature ",1,56,,,,,
2001,USA,"United States of America (the)",Flood,5,12,,19300,4500,23800,33000
2001,USA,"United States of America (the)",Storm,17,82,251,109404,71398,181053,6328800
2001,USA,"United States of America (the)",Wildfire,3,2,10,129,,139,
2001,VNM,"Viet Nam",Flood,4,339,6,1608445,,1608451,88700
2001,VNM,"Viet Nam",Storm,3,53,89,177450,23100,200639,83200
2002,AFG,Afghanistan,Earthquake,3,1200,1391,89500,10000,100891,
2002,AFG,Afghanistan,Epidemic,8,2797,,206834,,206834,
2002,AFG,Afghanistan,Flood,4,81,,5545,,5545,
2002,AFG,Afghanistan,Landslide,1,5,,400,,400,
2002,ARG,Argentina,Earthquake,1,,27,500,200,727,
2002,ARG,Argentina,"Extreme temperature ",1,,,200,,200,
2002,ARG,Argentina,Flood,2,8,,12000,,12000,
2002,ARG,Argentina,Storm,1,3,,5000,,5000,
2002,AUS,Australia,Drought,1,,,,,,2000000
2002,AUS,Australia,Storm,3,,,120,9,129,
2002,AUS,Australia,Wildfire,1,2,4,,240,244,50000
2002,BGD,Bangladesh,Epidemic,1,96,,49904,,49904,
2002,BGD,Bangladesh,"Extreme temperature ",1,700,,50000,,50000,
2002,BGD,Bangladesh,Flood,1,10,,1500000,,1500000,
2002,BGD,Bangladesh,Storm,4,122,400,100000,1000,101400,
2002,BEL,Belgium,Flood,4,2,,2400,,2400,
2002,BEL,Belgium,Storm,1,5,,,,,5000
2002,BRA,Brazil,Drought,1,,,,,,
2002,BRA,Brazil,Epidemic,1,57,,317730,,317730,
2002,BRA,Brazil,Flood,2,17,,2000,1500,3500,
2002,BRA,Brazil,Landslide,2,87,,,1500,1500,11000
2002,KHM,Cambodia,Drought,1,,,650000,,650000,38000
2002,KHM,Cambodia,Flood,1,29,,1470000,,1470000,100
2002,CAN,Canada,Epidemic,1,2,,139,,139,
2002,CAN,Canada,Flood,1,,,,,,
2002,CAN,Canada,Wildfire,1,,,600,,600,
2002,CHL,Chile,"Extreme temperature ",1,,,25000,,25000,
2002,CHL,Chile,Flood,3,19,,230642,,230642,200000
2002,CHL,Chile,Wildfire,1,,,,,,80000
2002,CHN,China,Drought,3,,,64560000,,64560000,1210000
2002,CHN,China,Earthquake,2,2,,65830,48,65878,
2002,CHN,China,Epidemic,3,369,,6652,,6652,
2002,CHN,China,"Extreme temperature ",1,7,3500,,,3500,
2002,CHN,China,Flood,10,1246,35596,113217800,2300,113255696,4728800
2002,CHN,China,Landslide,4,63,11,,,11,
2002,CHN,China,Storm,6,108,394,107402700,,107403094,218000
2002,COL,Colombia,Flood,4,65,13,124525,,124538,
2002,COL,Colombia,Landslide,1,70,,,2000,2000,
2002,DNK,Denmark,Storm,1,1,,,,,
2002,DOM,"Dominican Republic (the)",Flood,1,3,,1750,,1750,500
2002,EGY,Egypt,Earthquake,1,,,250,,250,
2002,EGY,Egypt,Flood,2,18,70,800,,870,
2002,FRA,France,Flood,3,23,,3480,,3480,1190000
2002,FRA,France,Storm,2,5,3,250,,253,1000
2002,DEU,Germany,Epidemic,1,,,600,,600,
2002,DEU,Germany,Flood,1,27,108,330000,,330108,11600000
2002,DEU,Germany,Storm,3,22,19,,,19,2050000
2002,GHA,Ghana,Flood,2,4,,2200,,2200,
2002,GRC,Greece,Earthquake,1,,17,150,,167,
2002,GRC,Greece,Flood,4,,,390,,390,
2002,GRC,Greece,Storm,1,2,12,,,12,
2002,IND,India,Drought,1,,,300000000,,300000000,910722
2002,IND,India,Earthquake,1,2,,,200,200,
2002,IND,India,Epidemic,4,180,,5150,,5150,
2002,IND,India,"Extreme temperature ",2,1930,,,,,
2002,IND,India,Flood,6,735,50,42008200,,42008250,50772
2002,IND,India,Storm,4,144,250,10000,5000,15250,416
2002,IDN,Indonesia,Earthquake,4,11,740,11105,,11845,
2002,IDN,Indonesia,Epidemic,1,17,,757,,757,
2002,IDN,Indonesia,Flood,7,230,750,590820,,591570,351600
2002,IDN,Indonesia,Landslide,1,32,5,,,5,
2002,IDN,Indonesia,"Volcanic activity",1,,,5000,,5000,
2002,IDN,Indonesia,Wildfire,1,,200,,,200,
2002,IRL,Ireland,Flood,1,,,300,,300,
2002,ITA,Italy,Drought,1,,,,,,
2002,ITA,Italy,Earthquake,3,32,42,,9500,9542,1296000
2002,ITA,Italy,Epidemic,1,3,,9997,,9997,
2002,ITA,Italy,Flood,3,2,20,10000,,10020,646000
2002,JPN,Japan,Storm,5,7,255,100570,,100825,25500
2002,JPN,Japan,Wildfire,1,,,222,,222,
2002,PRK,"Korea (the Democratic People's Republic of)",Flood,1,,436,38370,19637,58443,
2002,PRK,"Korea (the Democratic People's Republic of)",Storm,1,3,,7401,,7401,500
2002,KOR,"Korea (the Republic of)",Flood,1,21,7,4000,,4007,345000
2002,KOR,"Korea (the Republic of)",Storm,3,204,,88625,,88625,4210000
2002,MYS,Malaysia,Landslide,1,10,,,,,
2002,MYS,Malaysia,Storm,1,2,,155,,155,
2002,MEX,Mexico,Drought,1,,,,,,210000
2002,MEX,Mexico,"Extreme temperature ",1,50,,,,,
2002,MEX,Mexico,Flood,2,37,,7000,,7000,
2002,MEX,Mexico,Storm,3,16,230,509300,,509530,840000
2002,MEX,Mexico,"Volcanic activity",1,,,300,,300,
2002,MAR,Morocco,Flood,1,80,17,15000,,15017,200000
2002,MOZ,Mozambique,Drought,1,9,,600000,,600000,
2002,MOZ,Mozambique,Epidemic,1,17,,2028,,2028,
2002,MOZ,Mozambique,Flood,1,,,,500,500,
2002,MOZ,Mozambique,Storm,1,3,17,,4000,4017,
2002,NLD,"Netherlands (the)",Storm,1,4,,,,,300000
2002,NZL,"New Zealand",Flood,1,,,300,,300,500
2002,NGA,Nigeria,Epidemic,7,255,,3903,,3903,
2002,NGA,Nigeria,"Extreme temperature ",1,60,,,,,
2002,NGA,Nigeria,Flood,1,,,,200,200,
2002,PAK,Pakistan,Earthquake,3,39,105,151742,4000,155847,
2002,PAK,Pakistan,Epidemic,1,10,,25,,25,
2002,PAK,Pakistan,"Extreme temperature ",2,113,24,,,24,
2002,PAK,Pakistan,Flood,3,37,10,3000,1000,4010,30
2002,PAK,Pakistan,Storm,1,14,12,,,12,
2002,PER,Peru,Drought,1,,,21500,,21500,
2002,PER,Peru,Flood,3,23,14,10854,,10868,
2002,PER,Peru,Storm,1,59,,86682,,86682,
2002,PHL,"Philippines (the)",Drought,1,,,,,,453
2002,PHL,"Philippines (the)",Earthquake,1,15,100,73351,,73451,1714
2002,PHL,"Philippines (the)",Flood,4,90,67,155500,,155567,1842
2002,PHL,"Philippines (the)",Storm,6,215,66,979128,3000,982194,13534
2002,PRT,Portugal,Flood,1,1,,,60,60,
2002,SAU,"Saudi Arabia",Flood,1,19,,,,,
2002,ZAF,"South Africa",Epidemic,3,84,,13352,,13352,
2002,ZAF,"South Africa",Flood,1,16,,2500,,2500,
2002,ZAF,"South Africa",Storm,4,23,66,101150,,101216,14041
2002,ZAF,"South Africa",Wildfire,1,3,500,,1000,1500,
2002,ESP,Spain,Flood,1,6,50,,,50,87000
