"","ym","alertOrNot","countryName","sumFundingAll","year","disaster.type","total_Affected"
"6215",201202,"LOW","Republic of the Sudan",2705784,2012,"Wildfire",1809
"6216",201202,"LOW","South Sudan",20016635,2012,"Drought",19000000
"6217",201202,"LOW","South Sudan",20016635,2012,"Earthquake",1382577
"6218",201202,"LOW","South Sudan",20016635,2012,"Epidemic",78059
"6219",201202,"LOW","South Sudan",20016635,2012,"Extreme temperature ",162613
"6220",201202,"LOW","South Sudan",20016635,2012,"Flood",60336676
"6221",201202,"LOW","South Sudan",20016635,2012,"Landslide",122
"6222",201202,"LOW","South Sudan",20016635,2012,"Mass movement (dry)",0
"6223",201202,"LOW","South Sudan",20016635,2012,"Storm",18746172
"6224",201202,"LOW","South Sudan",20016635,2012,"Wildfire",1809
"6225",201203,"LOW","Burkina Faso",3990300,2012,"Drought",19000000
"6226",201203,"LOW","Burkina Faso",3990300,2012,"Earthquake",1382577
"6227",201203,"LOW","Burkina Faso",3990300,2012,"Epidemic",78059
"6228",201203,"LOW","Burkina Faso",3990300,2012,"Extreme temperature ",162613
"6229",201203,"LOW","Burkina Faso",3990300,2012,"Flood",60336676
"6230",201203,"LOW","Burkina Faso",3990300,2012,"Landslide",122
"6231",201203,"LOW","Burkina Faso",3990300,2012,"Mass movement (dry)",0
"6232",201203,"LOW","Burkina Faso",3990300,2012,"Storm",18746172
"6233",201203,"LOW","Burkina Faso",3990300,2012,"Wildfire",1809
"6234",201203,"LOW","Cameroon",3328041,2012,"Drought",19000000
"6235",201203,"LOW","Cameroon",3328041,2012,"Earthquake",1382577
"6236",201203,"LOW","Cameroon",3328041,2012,"Epidemic",78059
"6237",201203,"LOW","Cameroon",3328041,2012,"Extreme temperature ",162613
"6238",201203,"LOW","Cameroon",3328041,2012,"Flood",60336676
"6239",201203,"LOW","Cameroon",3328041,2012,"Landslide",122
"6240",201203,"LOW","Cameroon",3328041,2012,"Mass movement (dry)",0
"6241",201203,"LOW","Cameroon",3328041,2012,"Storm",18746172
"6242",201203,"LOW","Cameroon",3328041,2012,"Wildfire",1809
"6243",201203,"LOW","Central African Republic",4709990,2012,"Drought",19000000
"6244",201203,"LOW","Central African Republic",4709990,2012,"Earthquake",1382577
"6245",201203,"LOW","Central African Republic",4709990,2012,"Epidemic",78059
"6246",201203,"LOW","Central African Republic",4709990,2012,"Extreme temperature ",162613
"6247",201203,"LOW","Central African Republic",4709990,2012,"Flood",60336676
"6248",201203,"LOW","Central African Republic",4709990,2012,"Landslide",122
"6249",201203,"LOW","Central African Republic",4709990,2012,"Mass movement (dry)",0
"6250",201203,"LOW","Central African Republic",4709990,2012,"Storm",18746172
"6251",201203,"LOW","Central African Republic",4709990,2012,"Wildfire",1809
"6252",201203,"LOW","Chad",7931609,2012,"Drought",19000000
"6253",201203,"LOW","Chad",7931609,2012,"Earthquake",1382577
"6254",201203,"LOW","Chad",7931609,2012,"Epidemic",78059
"6255",201203,"LOW","Chad",7931609,2012,"Extreme temperature ",162613
"6256",201203,"LOW","Chad",7931609,2012,"Flood",60336676
"6257",201203,"LOW","Chad",7931609,2012,"Landslide",122
"6258",201203,"LOW","Chad",7931609,2012,"Mass movement (dry)",0
"6259",201203,"LOW","Chad",7931609,2012,"Storm",18746172
"6260",201203,"LOW","Chad",7931609,2012,"Wildfire",1809
"6261",201203,"LOW","Cote d'Ivoire",7061982,2012,"Drought",19000000
"6262",201203,"LOW","Cote d'Ivoire",7061982,2012,"Earthquake",1382577
"6263",201203,"LOW","Cote d'Ivoire",7061982,2012,"Epidemic",78059
"6264",201203,"LOW","Cote d'Ivoire",7061982,2012,"Extreme temperature ",162613
"6265",201203,"LOW","Cote d'Ivoire",7061982,2012,"Flood",60336676
"6266",201203,"LOW","Cote d'Ivoire",7061982,2012,"Landslide",122
"6267",201203,"LOW","Cote d'Ivoire",7061982,2012,"Mass movement (dry)",0
"6268",201203,"LOW","Cote d'Ivoire",7061982,2012,"Storm",18746172
"6269",201203,"LOW","Cote d'Ivoire",7061982,2012,"Wildfire",1809
"6270",201203,"LOW","Djibouti",3618743,2012,"Drought",19000000
"6271",201203,"LOW","Djibouti",3618743,2012,"Earthquake",1382577
"6272",201203,"LOW","Djibouti",3618743,2012,"Epidemic",78059
"6273",201203,"LOW","Djibouti",3618743,2012,"Extreme temperature ",162613
"6274",201203,"LOW","Djibouti",3618743,2012,"Flood",60336676
"6275",201203,"LOW","Djibouti",3618743,2012,"Landslide",122
"6276",201203,"LOW","Djibouti",3618743,2012,"Mass movement (dry)",0
"6277",201203,"LOW","Djibouti",3618743,2012,"Storm",18746172
"6278",201203,"LOW","Djibouti",3618743,2012,"Wildfire",1809
"6279",201203,"LOW","Eritrea",3998941,2012,"Drought",19000000
"6280",201203,"LOW","Eritrea",3998941,2012,"Earthquake",1382577
"6281",201203,"LOW","Eritrea",3998941,2012,"Epidemic",78059
"6282",201203,"LOW","Eritrea",3998941,2012,"Extreme temperature ",162613
"6283",201203,"LOW","Eritrea",3998941,2012,"Flood",60336676
"6284",201203,"LOW","Eritrea",3998941,2012,"Landslide",122
"6285",201203,"LOW","Eritrea",3998941,2012,"Mass movement (dry)",0
"6286",201203,"LOW","Eritrea",3998941,2012,"Storm",18746172
"6287",201203,"LOW","Eritrea",3998941,2012,"Wildfire",1809
"6288",201203,"LOW","Ethiopia",4072334,2012,"Drought",19000000
"6289",201203,"LOW","Ethiopia",4072334,2012,"Earthquake",1382577
"6290",201203,"LOW","Ethiopia",4072334,2012,"Epidemic",78059
"6291",201203,"LOW","Ethiopia",4072334,2012,"Extreme temperature ",162613
"6292",201203,"LOW","Ethiopia",4072334,2012,"Flood",60336676
"6293",201203,"LOW","Ethiopia",4072334,2012,"Landslide",122
"6294",201203,"LOW","Ethiopia",4072334,2012,"Mass movement (dry)",0
"6295",201203,"LOW","Ethiopia",4072334,2012,"Storm",18746172
"6296",201203,"LOW","Ethiopia",4072334,2012,"Wildfire",1809
"6297",201203,"LOW","Gambia",4834117,2012,"Drought",19000000
"6298",201203,"LOW","Gambia",4834117,2012,"Earthquake",1382577
"6299",201203,"LOW","Gambia",4834117,2012,"Epidemic",78059
"6300",201203,"LOW","Gambia",4834117,2012,"Extreme temperature ",162613
"6301",201203,"LOW","Gambia",4834117,2012,"Flood",60336676
"6302",201203,"LOW","Gambia",4834117,2012,"Landslide",122
"6303",201203,"LOW","Gambia",4834117,2012,"Mass movement (dry)",0
"6304",201203,"LOW","Gambia",4834117,2012,"Storm",18746172
"6305",201203,"LOW","Gambia",4834117,2012,"Wildfire",1809
"6306",201203,"LOW","Haiti",7949515,2012,"Drought",19000000
"6307",201203,"LOW","Haiti",7949515,2012,"Earthquake",1382577
"6308",201203,"LOW","Haiti",7949515,2012,"Epidemic",78059
"6309",201203,"LOW","Haiti",7949515,2012,"Extreme temperature ",162613
"6310",201203,"LOW","Haiti",7949515,2012,"Flood",60336676
"6311",201203,"LOW","Haiti",7949515,2012,"Landslide",122
"6312",201203,"LOW","Haiti",7949515,2012,"Mass movement (dry)",0
"6313",201203,"LOW","Haiti",7949515,2012,"Storm",18746172
"6314",201203,"LOW","Haiti",7949515,2012,"Wildfire",1809
"6315",201203,"LOW","Mali",6057932,2012,"Drought",19000000
"6316",201203,"LOW","Mali",6057932,2012,"Earthquake",1382577
"6317",201203,"LOW","Mali",6057932,2012,"Epidemic",78059
"6318",201203,"LOW","Mali",6057932,2012,"Extreme temperature ",162613
"6319",201203,"LOW","Mali",6057932,2012,"Flood",60336676
"6320",201203,"LOW","Mali",6057932,2012,"Landslide",122
"6321",201203,"LOW","Mali",6057932,2012,"Mass movement (dry)",0
"6322",201203,"LOW","Mali",6057932,2012,"Storm",18746172
"6323",201203,"LOW","Mali",6057932,2012,"Wildfire",1809
"6324",201203,"LOW","Mauritania",3536867,2012,"Drought",19000000
"6325",201203,"LOW","Mauritania",3536867,2012,"Earthquake",1382577
"6326",201203,"LOW","Mauritania",3536867,2012,"Epidemic",78059
"6327",201203,"LOW","Mauritania",3536867,2012,"Extreme temperature ",162613
"6328",201203,"LOW","Mauritania",3536867,2012,"Flood",60336676
"6329",201203,"LOW","Mauritania",3536867,2012,"Landslide",122
"6330",201203,"LOW","Mauritania",3536867,2012,"Mass movement (dry)",0
"6331",201203,"LOW","Mauritania",3536867,2012,"Storm",18746172
"6332",201203,"LOW","Mauritania",3536867,2012,"Wildfire",1809
"6333",201203,"LOW","Nepal",796886,2012,"Drought",19000000
"6334",201203,"LOW","Nepal",796886,2012,"Earthquake",1382577
"6335",201203,"LOW","Nepal",796886,2012,"Epidemic",78059
"6336",201203,"LOW","Nepal",796886,2012,"Extreme temperature ",162613
"6337",201203,"LOW","Nepal",796886,2012,"Flood",60336676
"6338",201203,"LOW","Nepal",796886,2012,"Landslide",122
"6339",201203,"LOW","Nepal",796886,2012,"Mass movement (dry)",0
"6340",201203,"LOW","Nepal",796886,2012,"Storm",18746172
"6341",201203,"LOW","Nepal",796886,2012,"Wildfire",1809
"6342",201203,"LOW","Pakistan",26816215,2012,"Drought",19000000
"6343",201203,"LOW","Pakistan",26816215,2012,"Earthquake",1382577
"6344",201203,"LOW","Pakistan",26816215,2012,"Epidemic",78059
"6345",201203,"LOW","Pakistan",26816215,2012,"Extreme temperature ",162613
"6346",201203,"LOW","Pakistan",26816215,2012,"Flood",60336676
"6347",201203,"LOW","Pakistan",26816215,2012,"Landslide",122
"6348",201203,"LOW","Pakistan",26816215,2012,"Mass movement (dry)",0
"6349",201203,"LOW","Pakistan",26816215,2012,"Storm",18746172
"6350",201203,"LOW","Pakistan",26816215,2012,"Wildfire",1809
"6351",201203,"LOW","Philippines",3955432,2012,"Drought",19000000
"6352",201203,"LOW","Philippines",3955432,2012,"Earthquake",1382577
"6353",201203,"LOW","Philippines",3955432,2012,"Epidemic",78059
"6354",201203,"LOW","Philippines",3955432,2012,"Extreme temperature ",162613
"6355",201203,"LOW","Philippines",3955432,2012,"Flood",60336676
"6356",201203,"LOW","Philippines",3955432,2012,"Landslide",122
"6357",201203,"LOW","Philippines",3955432,2012,"Mass movement (dry)",0
"6358",201203,"LOW","Philippines",3955432,2012,"Storm",18746172
"6359",201203,"LOW","Philippines",3955432,2012,"Wildfire",1809
"6360",201203,"LOW","Republic of Congo",3658870,2012,"Drought",19000000
"6361",201203,"LOW","Republic of Congo",3658870,2012,"Earthquake",1382577
"6362",201203,"LOW","Republic of Congo",3658870,2012,"Epidemic",78059
"6363",201203,"LOW","Republic of Congo",3658870,2012,"Extreme temperature ",162613
"6364",201203,"LOW","Republic of Congo",3658870,2012,"Flood",60336676
"6365",201203,"LOW","Republic of Congo",3658870,2012,"Landslide",122
"6366",201203,"LOW","Republic of Congo",3658870,2012,"Mass movement (dry)",0
"6367",201203,"LOW","Republic of Congo",3658870,2012,"Storm",18746172
"6368",201203,"LOW","Republic of Congo",3658870,2012,"Wildfire",1809
"6369",201203,"LOW","Senegal",6665640,2012,"Drought",19000000
"6370",201203,"LOW","Senegal",6665640,2012,"Earthquake",1382577
"6371",201203,"LOW","Senegal",6665640,2012,"Epidemic",78059
"6372",201203,"LOW","Senegal",6665640,2012,"Extreme temperature ",162613
"6373",201203,"LOW","Senegal",6665640,2012,"Flood",60336676
"6374",201203,"LOW","Senegal",6665640,2012,"Landslide",122
"6375",201203,"LOW","Senegal",6665640,2012,"Mass movement (dry)",0
"6376",201203,"LOW","Senegal",6665640,2012,"Storm",18746172
"6377",201203,"LOW","Senegal",6665640,2012,"Wildfire",1809
"6378",201203,"LOW","Syrian Arab Republic",6983629,2012,"Drought",19000000
"6379",201203,"LOW","Syrian Arab Republic",6983629,2012,"Earthquake",1382577
"6380",201203,"LOW","Syrian Arab Republic",6983629,2012,"Epidemic",78059
"6381",201203,"LOW","Syrian Arab Republic",6983629,2012,"Extreme temperature ",162613
"6382",201203,"LOW","Syrian Arab Republic",6983629,2012,"Flood",60336676
"6383",201203,"LOW","Syrian Arab Republic",6983629,2012,"Landslide",122
"6384",201203,"LOW","Syrian Arab Republic",6983629,2012,"Mass movement (dry)",0
"6385",201203,"LOW","Syrian Arab Republic",6983629,2012,"Storm",18746172
"6386",201203,"LOW","Syrian Arab Republic",6983629,2012,"Wildfire",1809
"6387",201203,"LOW","Yemen",4985101,2012,"Drought",19000000
"6388",201203,"LOW","Yemen",4985101,2012,"Earthquake",1382577
"6389",201203,"LOW","Yemen",4985101,2012,"Epidemic",78059
"6390",201203,"LOW","Yemen",4985101,2012,"Extreme temperature ",162613
"6391",201203,"LOW","Yemen",4985101,2012,"Flood",60336676
"6392",201203,"LOW","Yemen",4985101,2012,"Landslide",122
"6393",201203,"LOW","Yemen",4985101,2012,"Mass movement (dry)",0
"6394",201203,"LOW","Yemen",4985101,2012,"Storm",18746172
"6395",201203,"LOW","Yemen",4985101,2012,"Wildfire",1809
"6396",201204,"LOW","Burkina Faso",9188845,2012,"Drought",19000000
"6397",201204,"LOW","Burkina Faso",9188845,2012,"Earthquake",1382577
"6398",201204,"LOW","Burkina Faso",9188845,2012,"Epidemic",78059
"6399",201204,"LOW","Burkina Faso",9188845,2012,"Extreme temperature ",162613
"6400",201204,"LOW","Burkina Faso",9188845,2012,"Flood",60336676
"6401",201204,"LOW","Burkina Faso",9188845,2012,"Landslide",122
"6402",201204,"LOW","Burkina Faso",9188845,2012,"Mass movement (dry)",0
"6403",201204,"LOW","Burkina Faso",9188845,2012,"Storm",18746172
"6404",201204,"LOW","Burkina Faso",9188845,2012,"Wildfire",1809
"6405",201204,"LOW","Central African Republic",1287509,2012,"Drought",19000000
"6406",201204,"LOW","Central African Republic",1287509,2012,"Earthquake",1382577
"6407",201204,"LOW","Central African Republic",1287509,2012,"Epidemic",78059
"6408",201204,"LOW","Central African Republic",1287509,2012,"Extreme temperature ",162613
"6409",201204,"LOW","Central African Republic",1287509,2012,"Flood",60336676
"6410",201204,"LOW","Central African Republic",1287509,2012,"Landslide",122
"6411",201204,"LOW","Central African Republic",1287509,2012,"Mass movement (dry)",0
"6412",201204,"LOW","Central African Republic",1287509,2012,"Storm",18746172
"6413",201204,"LOW","Central African Republic",1287509,2012,"Wildfire",1809
"6414",201204,"LOW","Cote d'Ivoire",896213,2012,"Drought",19000000
"6415",201204,"LOW","Cote d'Ivoire",896213,2012,"Earthquake",1382577
"6416",201204,"LOW","Cote d'Ivoire",896213,2012,"Epidemic",78059
"6417",201204,"LOW","Cote d'Ivoire",896213,2012,"Extreme temperature ",162613
"6418",201204,"LOW","Cote d'Ivoire",896213,2012,"Flood",60336676
"6419",201204,"LOW","Cote d'Ivoire",896213,2012,"Landslide",122
"6420",201204,"LOW","Cote d'Ivoire",896213,2012,"Mass movement (dry)",0
"6421",201204,"LOW","Cote d'Ivoire",896213,2012,"Storm",18746172
"6422",201204,"LOW","Cote d'Ivoire",896213,2012,"Wildfire",1809
"6423",201204,"LOW","Djibouti",400582,2012,"Drought",19000000
"6424",201204,"LOW","Djibouti",400582,2012,"Earthquake",1382577
"6425",201204,"LOW","Djibouti",400582,2012,"Epidemic",78059
"6426",201204,"LOW","Djibouti",400582,2012,"Extreme temperature ",162613
"6427",201204,"LOW","Djibouti",400582,2012,"Flood",60336676
"6428",201204,"LOW","Djibouti",400582,2012,"Landslide",122
"6429",201204,"LOW","Djibouti",400582,2012,"Mass movement (dry)",0
"6430",201204,"LOW","Djibouti",400582,2012,"Storm",18746172
"6431",201204,"LOW","Djibouti",400582,2012,"Wildfire",1809
"6432",201204,"LOW","Guinea",1126380,2012,"Drought",19000000
"6433",201204,"LOW","Guinea",1126380,2012,"Earthquake",1382577
"6434",201204,"LOW","Guinea",1126380,2012,"Epidemic",78059
"6435",201204,"LOW","Guinea",1126380,2012,"Extreme temperature ",162613
"6436",201204,"LOW","Guinea",1126380,2012,"Flood",60336676
"6437",201204,"LOW","Guinea",1126380,2012,"Landslide",122
"6438",201204,"LOW","Guinea",1126380,2012,"Mass movement (dry)",0
"6439",201204,"LOW","Guinea",1126380,2012,"Storm",18746172
"6440",201204,"LOW","Guinea",1126380,2012,"Wildfire",1809
"6441",201204,"LOW","Mauritania",1953829,2012,"Drought",19000000
"6442",201204,"LOW","Mauritania",1953829,2012,"Earthquake",1382577
"6443",201204,"LOW","Mauritania",1953829,2012,"Epidemic",78059
"6444",201204,"LOW","Mauritania",1953829,2012,"Extreme temperature ",162613
"6445",201204,"LOW","Mauritania",1953829,2012,"Flood",60336676
"6446",201204,"LOW","Mauritania",1953829,2012,"Landslide",122
"6447",201204,"LOW","Mauritania",1953829,2012,"Mass movement (dry)",0
"6448",201204,"LOW","Mauritania",1953829,2012,"Storm",18746172
"6449",201204,"LOW","Mauritania",1953829,2012,"Wildfire",1809
"6450",201204,"LOW","Myanmar",4981425,2012,"Drought",19000000
"6451",201204,"LOW","Myanmar",4981425,2012,"Earthquake",1382577
"6452",201204,"LOW","Myanmar",4981425,2012,"Epidemic",78059
"6453",201204,"LOW","Myanmar",4981425,2012,"Extreme temperature ",162613
"6454",201204,"LOW","Myanmar",4981425,2012,"Flood",60336676
"6455",201204,"LOW","Myanmar",4981425,2012,"Landslide",122
"6456",201204,"LOW","Myanmar",4981425,2012,"Mass movement (dry)",0
"6457",201204,"LOW","Myanmar",4981425,2012,"Storm",18746172
"6458",201204,"LOW","Myanmar",4981425,2012,"Wildfire",1809
"6459",201204,"LOW","Nepal",4200499,2012,"Drought",19000000
"6460",201204,"LOW","Nepal",4200499,2012,"Earthquake",1382577
"6461",201204,"LOW","Nepal",4200499,2012,"Epidemic",78059
"6462",201204,"LOW","Nepal",4200499,2012,"Extreme temperature ",162613
"6463",201204,"LOW","Nepal",4200499,2012,"Flood",60336676
"6464",201204,"LOW","Nepal",4200499,2012,"Landslide",122
"6465",201204,"LOW","Nepal",4200499,2012,"Mass movement (dry)",0
"6466",201204,"LOW","Nepal",4200499,2012,"Storm",18746172
"6467",201204,"LOW","Nepal",4200499,2012,"Wildfire",1809
"6468",201204,"LOW","Niger",20871035,2012,"Drought",19000000
"6469",201204,"LOW","Niger",20871035,2012,"Earthquake",1382577
"6470",201204,"LOW","Niger",20871035,2012,"Epidemic",78059
"6471",201204,"LOW","Niger",20871035,2012,"Extreme temperature ",162613
"6472",201204,"LOW","Niger",20871035,2012,"Flood",60336676
"6473",201204,"LOW","Niger",20871035,2012,"Landslide",122
"6474",201204,"LOW","Niger",20871035,2012,"Mass movement (dry)",0
"6475",201204,"LOW","Niger",20871035,2012,"Storm",18746172
"6476",201204,"LOW","Niger",20871035,2012,"Wildfire",1809
"6477",201204,"LOW","Republic of Congo",7259307,2012,"Drought",19000000
"6478",201204,"LOW","Republic of Congo",7259307,2012,"Earthquake",1382577
"6479",201204,"LOW","Republic of Congo",7259307,2012,"Epidemic",78059
"6480",201204,"LOW","Republic of Congo",7259307,2012,"Extreme temperature ",162613
"6481",201204,"LOW","Republic of Congo",7259307,2012,"Flood",60336676
"6482",201204,"LOW","Republic of Congo",7259307,2012,"Landslide",122
"6483",201204,"LOW","Republic of Congo",7259307,2012,"Mass movement (dry)",0
"6484",201204,"LOW","Republic of Congo",7259307,2012,"Storm",18746172
"6485",201204,"LOW","Republic of Congo",7259307,2012,"Wildfire",1809
"6486",201204,"LOW","Senegal",266430,2012,"Drought",19000000
"6487",201204,"LOW","Senegal",266430,2012,"Earthquake",1382577
"6488",201204,"LOW","Senegal",266430,2012,"Epidemic",78059
"6489",201204,"LOW","Senegal",266430,2012,"Extreme temperature ",162613
"6490",201204,"LOW","Senegal",266430,2012,"Flood",60336676
"6491",201204,"LOW","Senegal",266430,2012,"Landslide",122
"6492",201204,"LOW","Senegal",266430,2012,"Mass movement (dry)",0
"6493",201204,"LOW","Senegal",266430,2012,"Storm",18746172
"6494",201204,"LOW","Senegal",266430,2012,"Wildfire",1809
"6495",201204,"LOW","Syrian Arab Republic",12822478,2012,"Drought",19000000
"6496",201204,"LOW","Syrian Arab Republic",12822478,2012,"Earthquake",1382577
"6497",201204,"LOW","Syrian Arab Republic",12822478,2012,"Epidemic",78059
"6498",201204,"LOW","Syrian Arab Republic",12822478,2012,"Extreme temperature ",162613
"6499",201204,"LOW","Syrian Arab Republic",12822478,2012,"Flood",60336676
"6500",201204,"LOW","Syrian Arab Republic",12822478,2012,"Landslide",122
"6501",201204,"LOW","Syrian Arab Republic",12822478,2012,"Mass movement (dry)",0
"6502",201204,"LOW","Syrian Arab Republic",12822478,2012,"Storm",18746172
"6503",201204,"LOW","Syrian Arab Republic",12822478,2012,"Wildfire",1809
"6504",201204,"LOW","Yemen",9972260,2012,"Drought",19000000
"6505",201204,"LOW","Yemen",9972260,2012,"Earthquake",1382577
"6506",201204,"LOW","Yemen",9972260,2012,"Epidemic",78059
"6507",201204,"LOW","Yemen",9972260,2012,"Extreme temperature ",162613
"6508",201204,"LOW","Yemen",9972260,2012,"Flood",60336676
"6509",201204,"LOW","Yemen",9972260,2012,"Landslide",122
"6510",201204,"LOW","Yemen",9972260,2012,"Mass movement (dry)",0
"6511",201204,"LOW","Yemen",9972260,2012,"Storm",18746172
"6512",201204,"LOW","Yemen",9972260,2012,"Wildfire",1809
"6513",201205,"LOW","Burkina Faso",1690442,2012,"Drought",19000000
"6514",201205,"LOW","Burkina Faso",1690442,2012,"Earthquake",1382577
"6515",201205,"LOW","Burkina Faso",1690442,2012,"Epidemic",78059
"6516",201205,"LOW","Burkina Faso",1690442,2012,"Extreme temperature ",162613
"6517",201205,"LOW","Burkina Faso",1690442,2012,"Flood",60336676
"6518",201205,"LOW","Burkina Faso",1690442,2012,"Landslide",122
"6519",201205,"LOW","Burkina Faso",1690442,2012,"Mass movement (dry)",0
"6520",201205,"LOW","Burkina Faso",1690442,2012,"Storm",18746172
"6521",201205,"LOW","Burkina Faso",1690442,2012,"Wildfire",1809
"6522",201205,"LOW","Burundi",1986269,2012,"Drought",19000000
"6523",201205,"LOW","Burundi",1986269,2012,"Earthquake",1382577
"6524",201205,"LOW","Burundi",1986269,2012,"Epidemic",78059
"6525",201205,"LOW","Burundi",1986269,2012,"Extreme temperature ",162613
"6526",201205,"LOW","Burundi",1986269,2012,"Flood",60336676
"6527",201205,"LOW","Burundi",1986269,2012,"Landslide",122
"6528",201205,"LOW","Burundi",1986269,2012,"Mass movement (dry)",0
"6529",201205,"LOW","Burundi",1986269,2012,"Storm",18746172
"6530",201205,"LOW","Burundi",1986269,2012,"Wildfire",1809
"6531",201205,"LOW","Comoros",2522639,2012,"Drought",19000000
"6532",201205,"LOW","Comoros",2522639,2012,"Earthquake",1382577
"6533",201205,"LOW","Comoros",2522639,2012,"Epidemic",78059
"6534",201205,"LOW","Comoros",2522639,2012,"Extreme temperature ",162613
"6535",201205,"LOW","Comoros",2522639,2012,"Flood",60336676
"6536",201205,"LOW","Comoros",2522639,2012,"Landslide",122
"6537",201205,"LOW","Comoros",2522639,2012,"Mass movement (dry)",0
"6538",201205,"LOW","Comoros",2522639,2012,"Storm",18746172
"6539",201205,"LOW","Comoros",2522639,2012,"Wildfire",1809
"6540",201205,"LOW","Jordan",3994809,2012,"Drought",19000000
"6541",201205,"LOW","Jordan",3994809,2012,"Earthquake",1382577
"6542",201205,"LOW","Jordan",3994809,2012,"Epidemic",78059
"6543",201205,"LOW","Jordan",3994809,2012,"Extreme temperature ",162613
"6544",201205,"LOW","Jordan",3994809,2012,"Flood",60336676
"6545",201205,"LOW","Jordan",3994809,2012,"Landslide",122
"6546",201205,"LOW","Jordan",3994809,2012,"Mass movement (dry)",0
"6547",201205,"LOW","Jordan",3994809,2012,"Storm",18746172
"6548",201205,"LOW","Jordan",3994809,2012,"Wildfire",1809
"6549",201205,"LOW","Kenya",2000830,2012,"Drought",19000000
"6550",201205,"LOW","Kenya",2000830,2012,"Earthquake",1382577
"6551",201205,"LOW","Kenya",2000830,2012,"Epidemic",78059
"6552",201205,"LOW","Kenya",2000830,2012,"Extreme temperature ",162613
"6553",201205,"LOW","Kenya",2000830,2012,"Flood",60336676
"6554",201205,"LOW","Kenya",2000830,2012,"Landslide",122
"6555",201205,"LOW","Kenya",2000830,2012,"Mass movement (dry)",0
"6556",201205,"LOW","Kenya",2000830,2012,"Storm",18746172
"6557",201205,"LOW","Kenya",2000830,2012,"Wildfire",1809
"6558",201205,"LOW","Lebanon",1581518,2012,"Drought",19000000
"6559",201205,"LOW","Lebanon",1581518,2012,"Earthquake",1382577
"6560",201205,"LOW","Lebanon",1581518,2012,"Epidemic",78059
"6561",201205,"LOW","Lebanon",1581518,2012,"Extreme temperature ",162613
"6562",201205,"LOW","Lebanon",1581518,2012,"Flood",60336676
"6563",201205,"LOW","Lebanon",1581518,2012,"Landslide",122
"6564",201205,"LOW","Lebanon",1581518,2012,"Mass movement (dry)",0
"6565",201205,"LOW","Lebanon",1581518,2012,"Storm",18746172
"6566",201205,"LOW","Lebanon",1581518,2012,"Wildfire",1809
"6567",201205,"LOW","Peru",2221613,2012,"Drought",19000000
"6568",201205,"LOW","Peru",2221613,2012,"Earthquake",1382577
"6569",201205,"LOW","Peru",2221613,2012,"Epidemic",78059
"6570",201205,"LOW","Peru",2221613,2012,"Extreme temperature ",162613
"6571",201205,"LOW","Peru",2221613,2012,"Flood",60336676
"6572",201205,"LOW","Peru",2221613,2012,"Landslide",122
"6573",201205,"LOW","Peru",2221613,2012,"Mass movement (dry)",0
"6574",201205,"LOW","Peru",2221613,2012,"Storm",18746172
"6575",201205,"LOW","Peru",2221613,2012,"Wildfire",1809
"6576",201205,"LOW","Republic of the Sudan",882075,2012,"Drought",19000000
"6577",201205,"LOW","Republic of the Sudan",882075,2012,"Earthquake",1382577
"6578",201205,"LOW","Republic of the Sudan",882075,2012,"Epidemic",78059
"6579",201205,"LOW","Republic of the Sudan",882075,2012,"Extreme temperature ",162613
"6580",201205,"LOW","Republic of the Sudan",882075,2012,"Flood",60336676
"6581",201205,"LOW","Republic of the Sudan",882075,2012,"Landslide",122
"6582",201205,"LOW","Republic of the Sudan",882075,2012,"Mass movement (dry)",0
"6583",201205,"LOW","Republic of the Sudan",882075,2012,"Storm",18746172
"6584",201205,"LOW","Republic of the Sudan",882075,2012,"Wildfire",1809
"6585",201205,"LOW","Syrian Arab Republic",990943,2012,"Drought",19000000
"6586",201205,"LOW","Syrian Arab Republic",990943,2012,"Earthquake",1382577
"6587",201205,"LOW","Syrian Arab Republic",990943,2012,"Epidemic",78059
"6588",201205,"LOW","Syrian Arab Republic",990943,2012,"Extreme temperature ",162613
"6589",201205,"LOW","Syrian Arab Republic",990943,2012,"Flood",60336676
"6590",201205,"LOW","Syrian Arab Republic",990943,2012,"Landslide",122
"6591",201205,"LOW","Syrian Arab Republic",990943,2012,"Mass movement (dry)",0
"6592",201205,"LOW","Syrian Arab Republic",990943,2012,"Storm",18746172
"6593",201205,"LOW","Syrian Arab Republic",990943,2012,"Wildfire",1809
"6594",201205,"LOW","Turkey",2086822,2012,"Drought",19000000
"6595",201205,"LOW","Turkey",2086822,2012,"Earthquake",1382577
"6596",201205,"LOW","Turkey",2086822,2012,"Epidemic",78059
"6597",201205,"LOW","Turkey",2086822,2012,"Extreme temperature ",162613
"6598",201205,"LOW","Turkey",2086822,2012,"Flood",60336676
"6599",201205,"LOW","Turkey",2086822,2012,"Landslide",122
"6600",201205,"LOW","Turkey",2086822,2012,"Mass movement (dry)",0
"6601",201205,"LOW","Turkey",2086822,2012,"Storm",18746172
"6602",201205,"LOW","Turkey",2086822,2012,"Wildfire",1809
"6603",201206,"LOW","Angola",5102132,2012,"Drought",19000000
"6604",201206,"LOW","Angola",5102132,2012,"Earthquake",1382577
"6605",201206,"LOW","Angola",5102132,2012,"Epidemic",78059
"6606",201206,"LOW","Angola",5102132,2012,"Extreme temperature ",162613
"6607",201206,"LOW","Angola",5102132,2012,"Flood",60336676
