term	cat
indigenous federal state army	NAMED TERROR GROUP
indigenous people's federal army	NAMED TERROR GROUP
informal anarchist federation	NAMED TERROR GROUP
ingush jamaat	NAMED TERROR GROUP
insurgent home army	NAMED TERROR GROUP
interahamwe	NAMED TERROR GROUP
international islamic battalion	NAMED TERROR GROUP
international islamic brigade	NAMED TERROR GROUP
international islamic front	NAMED TERROR GROUP
international revolutionary action group	NAMED TERROR GROUP
international sikh youth federation	NAMED TERROR GROUP
iranian democratic party of kurdistan	NAMED TERROR GROUP
iraqi democratic front	NAMED TERROR GROUP
iraqi liberation army	NAMED TERROR GROUP
irish continuity army council	NAMED TERROR GROUP
irish national liberation army	NAMED TERROR GROUP
irish people's liberation organisation	NAMED TERROR GROUP
irish people's liberation organization	NAMED TERROR GROUP
irish republican army	NAMED TERROR GROUP
isis holistic center	NAMED TERROR GROUP
islambouli brigade of martyrs	NAMED TERROR GROUP
islamic action organization	NAMED TERROR GROUP
islamic action organisation	NAMED TERROR GROUP
islamic aden army	NAMED TERROR GROUP
islamic al waqqas brigade	NAMED TERROR GROUP
islamic army in iraq	NAMED TERROR GROUP
islamic army of aden	NAMED TERROR GROUP
islamic army of aden abyan	NAMED TERROR GROUP
islamic brotherhood	NAMED TERROR GROUP
islamic community	NAMED TERROR GROUP
islamic courts union	NAMED TERROR GROUP
islamic defenders front	NAMED TERROR GROUP
islamic defense force	NAMED TERROR GROUP
islamic freedom fighters group	NAMED TERROR GROUP
islamic front	NAMED TERROR GROUP
islamic front for armed jihad	NAMED TERROR GROUP
islamic great eastern raiders front	NAMED TERROR GROUP
islami chhatra shibir	NAMED TERROR GROUP
islamic inquilab mahaz	NAMED TERROR GROUP
islamic international peacekeeping brigade	NAMED TERROR GROUP
islamic jihad	NAMED TERROR GROUP
islamic jihad brigade	NAMED TERROR GROUP
jamaat mujahideen	NAMED TERROR GROUP
islamic jihad movement in palestine	NAMED TERROR GROUP
islamic jihad organization	ISLAMIC JIHAD ORGANIZATIONS
islamic jihad union	NAMED TERROR GROUP
islamic liberation organization	NAMED TERROR GROUP
islamic martyrs movement	NAMED TERROR GROUP
islamic movement for change	NAMED TERROR GROUP
islamic movement of central asia	NAMED TERROR GROUP
islamic movement of uzbekistan	NAMED TERROR GROUP
islamic party of turkistan	NAMED TERROR GROUP
islamic renewal movement	NAMED TERROR GROUP
islamic resistance movement	NAMED TERROR GROUP
islamic salvation army	NAMED TERROR GROUP
islamic salvation front	NAMED TERROR GROUP
islamic shashantantra andolon	NAMED TERROR GROUP
islamic task organization	NAMED TERROR GROUP
islami oikya jote	NAMED TERROR GROUP
italian red brigade	NAMED TERROR GROUP
izz ad din al qassam brigade	NAMED TERROR GROUP
jabarty arab nationalist party	NAMED TERROR GROUP
jamaatul mujahideen bangladesh	NAMED TERROR GROUP
jagrata muslim janata bangladesh	NAMED TERROR GROUP
hizb ut tawhid	NAMED TERROR GROUP
jabhat al nusrah	NAMED TERROR GROUP
jabhat al nusra	NAMED TERROR GROUP
jabat al nusra	NAMED TERROR GROUP
jahbat al nusra	NAMED TERROR GROUP
al nusrah	NAMED TERROR GROUP
al nusra	NAMED TERROR GROUP
nusra front	NAMED TERROR GROUP
jabhat al tahrir al arabiyya	NAMED TERROR GROUP
jabhatul islamiya	NAMED TERROR GROUP
jagrata muslim janata bangladesh	NAMED TERROR GROUP
jahafil al tawhid wal jihad fi filastin	NAMED TERROR GROUP
jaime bateman cayon group	NAMED TERROR GROUP
jaish al muhajireen wal ansar	NAMED TERROR GROUP
jaish al taifa al mansoura	NAMED TERROR GROUP
jaish e mohammad	NAMED TERROR GROUP
jaish e mohammed	NAMED TERROR GROUP
jaish e muhammed	NAMED TERROR GROUP
jaish i mohammad	NAMED TERROR GROUP
jaish i mohammed	NAMED TERROR GROUP
jaish i muhammad	NAMED TERROR GROUP
jaish i muhammed	NAMED TERROR GROUP
jaish ul muslimin	NAMED TERROR GROUP
jamaa ahlu sunna	NAMED TERROR GROUP
jamaah ansharut tauhid	NAMED TERROR GROUP
jamaat al fuqra	NAMED TERROR GROUP
jamaat al islamiyya	NAMED TERROR GROUP
jama'at al jihad al islami	NAMED TERROR GROUP
jama'at al muslimin	NAMED TERROR GROUP
jamaat ansar al sunna	NAMED TERROR GROUP
jamaat e islami	NAMED TERROR GROUP
jamaat ud dawa	NAMED TERROR GROUP
jamaat ul fuqra	NAMED TERROR GROUP
jamaat ul furquan	NAMED TERROR GROUP
jamaat ul mujahideen bangladesh	NAMED TERROR GROUP
jamaa'tul tawhid wal jihad	NAMED TERROR GROUP
jamatul mujahedin bangladesh	NAMED TERROR GROUP
jamiat al islah al idzhtimai	NAMED TERROR GROUP
jamiat e islami	NAMED TERROR GROUP
jamiat ul ansar	NAMED TERROR GROUP
jamiat ul ansar	NAMED TERROR GROUP
jamiat ul mujahedin	NAMED TERROR GROUP
jammu and kashmir islamic front	NAMED TERROR GROUP
jammu and kashmir liberation front	NAMED TERROR GROUP
japanese red army	NAMED TERROR GROUP
jeish e mahammed	NAMED TERROR GROUP
jemaah islamiya	NAMED TERROR GROUP
jemaah islamiyah	NAMED TERROR GROUP
jenin martyr's brigade	NAMED TERROR GROUP
jewish defence league	NAMED TERROR GROUP
jewish defense league	NAMED TERROR GROUP
jewish fighting organization	NAMED TERROR GROUP
jewish fighting organisation	NAMED TERROR GROUP
jihad committee	NAMED TERROR GROUP
jihadist al faruq brigade	NAMED TERROR GROUP
jordanian free officers movement	NAMED TERROR GROUP
jordanian islamic resistance	NAMED TERROR GROUP
jordanian military and revolutionary committee	NAMED TERROR GROUP
jordanian national liberation movement	NAMED TERROR GROUP
jordanian revolutionary and military committee	NAMED TERROR GROUP
junayd jihadist brigade	NAMED TERROR GROUP
jundallah	NAMED TERROR GROUP
jund al sham	NAMED TERROR GROUP
jund ansar allah	NAMED TERROR GROUP
justice and revenge front	NAMED TERROR GROUP
justice and vengeance front	NAMED TERROR GROUP
kabataang makabayan	NAMED TERROR GROUP
kach and kahane chai	NAMED TERROR GROUP
kach party	NAMED TERROR GROUP
kakurokyo	NAMED TERROR GROUP
kamtapur liberation organisation	NAMED TERROR GROUP
kamtapur liberation organization	NAMED TERROR GROUP
kangleipak communist party	NAMED TERROR GROUP
kanglei yawol kanna lup	NAMED TERROR GROUP
karbala brigades	NAMED TERROR GROUP
karen national union	NAMED TERROR GROUP
karenni national progressive party	NAMED TERROR GROUP
kashmir liberation army	NAMED TERROR GROUP
kata'ib al junayd al jihadiyah	NAMED TERROR GROUP
kataib al khoul	NAMED TERROR GROUP
kata'ib hezbollah	NAMED TERROR GROUP
kayin national union	NAMED TERROR GROUP
kenkoku giyugun chosen seibatsutai	NAMED TERROR GROUP
khaibar brigade	NAMED TERROR GROUP
khalistan commando force	NAMED TERROR GROUP
khalistan zindabad force	NAMED TERROR GROUP
khmer communist party	NAMED TERROR GROUP
khmer rouge	NAMED TERROR GROUP
khuddam ul islam	NAMED TERROR GROUP
knights of the torched bank	NAMED TERROR GROUP
knights of the white kamelia	NAMED TERROR GROUP
komando jihad	NAMED TERROR GROUP
kongra gel	NAMED TERROR GROUP
kongreya azadi u demokrasiya kurdistan	NAMED TERROR GROUP
kosovo liberation army	NAMED TERROR GROUP
kuki liberation army	NAMED TERROR GROUP
ku klux klan	NAMED TERROR GROUP
kumpulan mujahidin malaysia	NAMED TERROR GROUP
kurdish hizbollah	NAMED TERROR GROUP
kurdish islamic unity party	NAMED TERROR GROUP
kurdish patriotic union	NAMED TERROR GROUP
kurdish vengeance brigade	NAMED TERROR GROUP
kurdish vengeance brigades	NAMED TERROR GROUP
kurdistan democratic north	NAMED TERROR GROUP
kurdistan democratic party	NAMED TERROR GROUP
kurdistan freedom and democracy congress	NAMED TERROR GROUP
kurdistan freedom falcons	NAMED TERROR GROUP
kurdistan freedom falcons organization	NAMED TERROR GROUP
kurdistan freedom falcons organisation	NAMED TERROR GROUP
kurdistan freedom hawks	NAMED TERROR GROUP
kurdistan national liberation front	NAMED TERROR GROUP
kurdistan national liberty army	NAMED TERROR GROUP
kurdistan peoples conference	NAMED TERROR GROUP
kurdistan workers party	NAMED TERROR GROUP
kurdistan workers' party	NAMED TERROR GROUP
lashkar e islam	NAMED TERROR GROUP
lashkar e jabbar	NAMED TERROR GROUP
lashkar e jhangvi	NAMED TERROR GROUP
lashkar e omar	NAMED TERROR GROUP
lashkar e taiba	NAMED TERROR GROUP
lashkar e tayyaba	NAMED TERROR GROUP
lashkar e tayyiba	NAMED TERROR GROUP
lashkar e toiba	NAMED TERROR GROUP
lashkar i jhangvi	NAMED TERROR GROUP
lashkar i omar	NAMED TERROR GROUP
lashkar i taiba	NAMED TERROR GROUP
lashkar i tayyaba	NAMED TERROR GROUP
lashkar jihad	NAMED TERROR GROUP
lashkar taiba	NAMED TERROR GROUP
laskar jihad	NAMED TERROR GROUP
tehreek e taliban pakistan	NAMED TERROR GROUP
tehreek e taliban pakistans	NAMED TERROR GROUP
laskar mujahideen kompak	NAMED TERROR GROUP
latin american patriotic army	NAMED TERROR GROUP
lautaro faction	NAMED TERROR GROUP
lautaro youth movement	NAMED TERROR GROUP
lebanese armed revolutionary faction	NAMED TERROR GROUP
lebanese black brigades	NAMED TERROR GROUP
lebanese liberation front	NAMED TERROR GROUP
lebanese national resistance front	NAMED TERROR GROUP
lebanese resistance detachment	NAMED TERROR GROUP
lebanese socialist revolutionary organization	NAMED TERROR GROUP
liberation front of quebec	NAMED TERROR GROUP
liberation tigers of tamil eelam	NAMED TERROR GROUP
liberia peace council	NAMED TERROR GROUP
liberia peace councils	NAMED TERROR GROUP
libyan fighting group	NAMED TERROR GROUP
libyan fighting groups	NAMED TERROR GROUP
libyan islamic fighting group	NAMED TERROR GROUP
libyan islamic fighting groups	NAMED TERROR GROUP
libyan islamic group	NAMED TERROR GROUP
libyan islamic groups	NAMED TERROR GROUP
liwa abu al fadhal al abbas	NAMED TERROR GROUP
liwa abu al fadhal al abbass	NAMED TERROR GROUP
lofa defense force	NAMED TERROR GROUP
lofa defense forces	NAMED TERROR GROUP
lord's resistance army	NAMED TERROR GROUP
lords resistance movement	NAMED TERROR GROUP
lra	NAMED TERROR GROUP
lra	NAMED TERROR GROUP
ltte	NAMED TERROR GROUP
macedonia dawn	NAMED TERROR GROUP
macedonia dawns	NAMED TERROR GROUP
macedonian revolutionary organization	NAMED TERROR GROUP
macedonian revolutionary organisation	NAMED TERROR GROUP
maktab al khidamat	NAMED TERROR GROUP
maktab al khidamats	NAMED TERROR GROUP
manipur peoples liberation front	NAMED TERROR GROUP
manuel rodriguez patriotic front	NAMED TERROR GROUP
maoist communist center	NAMED TERROR GROUP
maoist communist center of india	NAMED TERROR GROUP
maoist communist centers	NAMED TERROR GROUP
maoist communist centre of india	NAMED TERROR GROUP
maoist communist party	NAMED TERROR GROUP
maoist coordination committee	NAMED TERROR GROUP
maoist komunist partisi	NAMED TERROR GROUP
mara salvatruchas	NAMED TERROR GROUP
martyr abdallah azzam brigades	NAMED TERROR GROUP
martyr abu ali mustafa brigades	NAMED TERROR GROUP
maruseido	NAMED TERROR GROUP
maruseidos	NAMED TERROR GROUP
marxist leninist communist party	NAMED TERROR GROUP
marxist leninist party of germany	NAMED TERROR GROUP
marxist youth league	NAMED TERROR GROUP
milf army	NAMED TERROR GROUP
military council of angolan resistance	NAMED TERROR GROUP
millat e islamia	NAMED TERROR GROUP
minnesota patriot council	NAMED TERROR GROUP
mohajir qami movement haqiqi	NAMED TERROR GROUP
mohajir qaumi movement	NAMED TERROR GROUP
mohajir quami movement	NAMED TERROR GROUP
mohammad's army	NAMED TERROR GROUP
mohammed's army	NAMED TERROR GROUP
mojahedin khalq organisation	NAMED TERROR GROUP
mojahedin khalq organization	NAMED TERROR GROUP
montana freemen	NAMED TERROR GROUP
montonero peronist movement	NAMED TERROR GROUP
morazanista liberation front	NAMED TERROR GROUP
morazanista patriotic front	NAMED TERROR GROUP
morazanist patriotic front	NAMED TERROR GROUP
morazano national liberation front	NAMED TERROR GROUP
moroccan islamic combatant group	NAMED TERROR GROUP
moro islamic liberation front	NAMED TERROR GROUP
moro liberation front	NAMED TERROR GROUP
moro national liberation front	NAMED TERROR GROUP
moustarchindina wal moustarchidati	NAMED TERROR GROUP
movement 2 june	NAMED TERROR GROUP
movement against state arbitrariness	NAMED TERROR GROUP
movement of riak machar	NAMED TERROR GROUP
movement of the revolutionary left	NAMED TERROR GROUP
movsar baryayev gang	NAMED TERROR GROUP
mozambique national resistance movement	NAMED TERROR GROUP
muaskar anole	NAMED TERROR GROUP
mujahedeen kompak	NAMED TERROR GROUP
mujahedin e khalq	NAMED TERROR GROUP
mujahideen al mansooran	NAMED TERROR GROUP
mujahideen army	NAMED TERROR GROUP
mujahideen e khalq organisation	NAMED TERROR GROUP
mujahideen e khalq organisations	NAMED TERROR GROUP
mujahideen e tanzeem	NAMED TERROR GROUP
mujahideen kompak	NAMED TERROR GROUP
mujahideens	NAMED TERROR GROUP
mujahideen shura council	NAMED TERROR GROUP
mukhtar army	NAMED TERROR GROUP
muslim brotherhood	NAMED TERROR GROUP
muslim defense force	NAMED TERROR GROUP
muslims against global oppression	NAMED TERROR GROUP
muslims of the americas	NAMED TERROR GROUP
muslim united army	NAMED TERROR GROUP
muttahida majlis i amal	NAMED TERROR GROUP
muttahida qami movement	NAMED TERROR GROUP
national democratic front of bodoland	NAMED TERROR GROUP
national development front	NAMED TERROR GROUP
nationalist kurdish revenge team	NAMED TERROR GROUP
national liberation army	NAMED TERROR GROUP
national liberation front	NAMED TERROR GROUP
national liberation front of angola	NAMED TERROR GROUP
national liberation front of corsica	NAMED TERROR GROUP
national liberation front of tripura	NAMED TERROR GROUP
national liberation fronts	NAMED TERROR GROUP
national liberation movement	NAMED TERROR GROUP
national liberation union	NAMED TERROR GROUP
national patriotic front of liberia	NAMED TERROR GROUP
national resistance of mozambique	NAMED TERROR GROUP
national revolutionary command	NAMED TERROR GROUP
national socialist council of nagaland isak muivah	NAMED TERROR GROUP
national youth resistance organization	NAMED TERROR GROUP
nation of islam	NAMED TERROR GROUP
nation of yahweh	NAMED TERROR GROUP
naxalites	NAMED TERROR GROUP
neo nazi group	NAMED TERROR GROUP
neo nazi national alliance	NAMED TERROR GROUP
nestor paz zamora commission	NAMED TERROR GROUP
new afrika	NAMED TERROR GROUP
new armenian resistance	NAMED TERROR GROUP
new black panther party	NAMED TERROR GROUP
new jihad group	NAMED TERROR GROUP
new people's army	NAMED TERROR GROUP
new red brigades	NAMED TERROR GROUP
new revolutionary popular struggle	NAMED TERROR GROUP
new world liberation front	NAMED TERROR GROUP
nihilists faction	NAMED TERROR GROUP
ninth of june organization	NAMED TERROR GROUP
nordfront	NAMED TERROR GROUP
northern epirus liberation front	NAMED TERROR GROUP
norwegian defense league	NAMED TERROR GROUP
november 25 anarchist group	NAMED TERROR GROUP
npfl army	NAMED TERROR GROUP
npfl forces	NAMED TERROR GROUP
npfl soldier	NAMED TERROR GROUP
nusantara islamic jihad forces	NAMED TERROR GROUP
nusantara islamic mujahideen front	NAMED TERROR GROUP
odua peoples congress	NAMED TERROR GROUP
odudua peoples' congress	NAMED TERROR GROUP
oduduwa people's congress	NAMED TERROR GROUP
ogaden national liberation front	NAMED TERROR GROUP
oodua peoples congress	NAMED TERROR GROUP
oromo liberation front	NAMED TERROR GROUP
osbat al ansar	NAMED TERROR GROUP
padanian armed separatist phalanx	NAMED TERROR GROUP
palestine liberation front	NAMED TERROR GROUP
palestine liberation organization	NAMED TERROR GROUP
palestinian islamic jihad	NAMED TERROR GROUP
palestinian popular struggle front	NAMED TERROR GROUP
palipehutu	NAMED TERROR GROUP
panama sovereignty front	NAMED TERROR GROUP
party of democratic kampuchea	NAMED TERROR GROUP
party of god	NAMED TERROR GROUP
party of allah	NAMED TERROR GROUP
patriotic resistance army	NAMED TERROR GROUP
patriotic union of kurdistan	NAMED TERROR GROUP
pattani united liberation organization	NAMED TERROR GROUP
payong organization	NAMED TERROR GROUP
people's guerrilla army	NAMED TERROR GROUP
people's against gangsterism and drugs	NAMED TERROR GROUP
people's defense force	NAMED TERROR GROUP
people's fedayeen	NAMED TERROR GROUP
people's fedayeen guerrillas	NAMED TERROR GROUP
people's fedayeen movement	NAMED TERROR GROUP
people's fedayeen movements	NAMED TERROR GROUP
people's liberation army of kurdistan	NAMED TERROR GROUP
people's liberation army of manipur	NAMED TERROR GROUP
people's liberation forces	NAMED TERROR GROUP
people's mujahideen of iran	NAMED TERROR GROUP
people's republican army	NAMED TERROR GROUP
people's revolutionary armed forces	NAMED TERROR GROUP
people's revolutionary army	NAMED TERROR GROUP
people's revolutionary front	NAMED TERROR GROUP
people's revolutionary militias	NAMED TERROR GROUP
people's revolutionary organization	NAMED TERROR GROUP
people's revolutionary organisation	NAMED TERROR GROUP
people's revolutionary party	NAMED TERROR GROUP
people's revolutionary party of kangleipak	NAMED TERROR GROUP
people's united liberation front	NAMED TERROR GROUP
peronist armed forces	NAMED TERROR GROUP
peykar e tabaqeh e kargar	NAMED TERROR GROUP
philike hetairia	NAMED TERROR GROUP
phineas priesthood	NAMED TERROR GROUP
phineas priests	NAMED TERROR GROUP
platoon of marytr khaled islambouli	NAMED TERROR GROUP
poland national liberation front	NAMED TERROR GROUP
polisario front	NAMED TERROR GROUP
polish revolutionary home army	NAMED TERROR GROUP
popular army of boricua	NAMED TERROR GROUP
popular forces of april 25	NAMED TERROR GROUP
popular forces of liberation	NAMED TERROR GROUP
popular liberation army	NAMED TERROR GROUP
popular liberation forces	NAMED TERROR GROUP
popular revolutionary action	NAMED TERROR GROUP
popular revolutionary actions	NAMED TERROR GROUP
popular revolutionary army	NAMED TERROR GROUP
popular revolutionary front	NAMED TERROR GROUP
popular revolutionary vanguard	NAMED TERROR GROUP
popular self defense forces	NAMED TERROR GROUP
popular struggle front	NAMED TERROR GROUP
progressive buddhist karen nationals organization	NAMED TERROR GROUP
pro guevara revolutionary group	NAMED TERROR GROUP
proletarian action group	NAMED TERROR GROUP
proletarian nuclei for communism	NAMED TERROR GROUP
provisional irish republican army	NAMED TERROR GROUP
pueblo reagrupado	NAMED TERROR GROUP
purbo banglar communist party	NAMED TERROR GROUP
qaeda al jihad	NAMED TERROR GROUP
quebec liberation front	NAMED TERROR GROUP
quranic open university	NAMED TERROR GROUP
rajah sulaiman movement	NAMED TERROR GROUP
rajah sulaiman movements	NAMED TERROR GROUP
ras kamboni brigades	NAMED TERROR GROUP
raul sendic international brigade	NAMED TERROR GROUP
raul sendic international brigades	NAMED TERROR GROUP
real irish republican army	NAMED TERROR GROUP
real mohajir qami movement	NAMED TERROR GROUP
red army faction	NAMED TERROR GROUP
red brigades	NAMED TERROR GROUP
red guerrillas	NAMED TERROR GROUP
red hand commando	NAMED TERROR GROUP
red hand defenders	NAMED TERROR GROUP
red regiments	NAMED TERROR GROUP
republic of new africa	NAMED TERROR GROUP
resistencia nacional	NAMED TERROR GROUP
resistenza corsa	NAMED TERROR GROUP
revenge hawks of apo	NAMED TERROR GROUP
revolutionary action party	NAMED TERROR GROUP
revolutionary alliance of trinitarian youth	NAMED TERROR GROUP
revolutionary amazon command	NAMED TERROR GROUP
revolutionary armed corps	NAMED TERROR GROUP
revolutionary armed forces of colombia	NAMED TERROR GROUP
revolutionary army of the people	NAMED TERROR GROUP
revolutionary front for communism	NAMED TERROR GROUP
revolutionary justice organization	NAMED TERROR GROUP
revolutionary leninist brigades	NAMED TERROR GROUP
revolutionary movement of october 8	NAMED TERROR GROUP
revolutionary organization 17 november	NAMED TERROR GROUP
revolutionary organization of socialist muslims	NAMED TERROR GROUP
revolutionary party of kurdistan	NAMED TERROR GROUP
revolutionary peoples army	NAMED TERROR GROUP
revolutionary people's front	NAMED TERROR GROUP
revolutionary people's liberation front	NAMED TERROR GROUP
revolutionary people's liberation party	NAMED TERROR GROUP
revolutionary proletarian army	NAMED TERROR GROUP
alex boncayao brigade	NAMED TERROR GROUP
revolutionary proletarian army	NAMED TERROR GROUP
alex boncayao brigades	NAMED TERROR GROUP
revolutionary proletarian initiative nuclei	NAMED TERROR GROUP
revolutionary united front	NAMED TERROR GROUP
revolutionary workers council	NAMED TERROR GROUP
roque dalton commando	NAMED TERROR GROUP
russian national bolshevist party	NAMED TERROR GROUP
safdar nagori	NAMED TERROR GROUP
saif ul muslimeen	NAMED TERROR GROUP
saif ul muslimeen lashkar jihad	NAMED TERROR GROUP
salafia jihadia	NAMED TERROR GROUP
salafist call and struggle group	NAMED TERROR GROUP
salah al din battalions	NAMED TERROR GROUP
salah al din brigades	NAMED TERROR GROUP
sandinista national liberation front	NAMED TERROR GROUP
san joaquin militia	NAMED TERROR GROUP
saraya usud al tawhid	NAMED TERROR GROUP
sardinian autonomy movement	NAMED TERROR GROUP
save kashmir movement	NAMED TERROR GROUP
scottish national liberation army	NAMED TERROR GROUP
scottish republican army	NAMED TERROR GROUP
seventh suicide squad	NAMED TERROR GROUP
shan state army	NAMED TERROR GROUP
shariat jamaat	NAMED TERROR GROUP
sheibani network	NAMED TERROR GROUP
shibbu gang	NAMED TERROR GROUP
shining path	NAMED TERROR GROUP
shurafa al urdun	NAMED TERROR GROUP
sipah e muhammad pakistan	NAMED TERROR GROUP
sipah e sahaba	NAMED TERROR GROUP
sipah e sahaba pakistan	NAMED TERROR GROUP
sipah e sahabas	NAMED TERROR GROUP
socialist nationalist front	NAMED TERROR GROUP
somali revolutionary socialist party	NAMED TERROR GROUP
somali socialist army red army	NAMED TERROR GROUP
somali workers socialist party	NAMED TERROR GROUP
southern sudan independence army	NAMED TERROR GROUP
southern sudan independence movement	NAMED TERROR GROUP
south londonderry protestant volunteers	NAMED TERROR GROUP
south londonderry volunteers	NAMED TERROR GROUP
south maluku republic	NAMED TERROR GROUP
sovereign panama front	NAMED TERROR GROUP
spanish basque battalion	NAMED TERROR GROUP
spanish eta	NAMED TERROR GROUP
special purpose islamic regiment	NAMED TERROR GROUP
sri nakharo	NAMED TERROR GROUP
stichting al aqsa	NAMED TERROR GROUP
stop huntingdon animal cruelty	NAMED TERROR GROUP
students islamic movement of india	NAMED TERROR GROUP
sudan alliance forces	NAMED TERROR GROUP
sudanese people's liberation army	NAMED TERROR GROUP
sudan people's liberation army	NAMED TERROR GROUP
sudan peoples liberation movement	NAMED TERROR GROUP
supporters of sharia	NAMED TERROR GROUP
sword of islam	NAMED TERROR GROUP
sword of muslims	NAMED TERROR GROUP
symbionese liberation army	NAMED TERROR GROUP
syrian mujahideen	NAMED TERROR GROUP
syrian social nationalist party	NAMED TERROR GROUP
tablighi jamaat	NAMED TERROR GROUP
takfir wa hijra	NAMED TERROR GROUP
takfir wal hijra	NAMED TERROR GROUP
talaaal al fateh	NAMED TERROR GROUP
taleban	NAMED TERROR GROUP
taliban	NAMED TERROR GROUP
taliben	NAMED TERROR GROUP
tamil nadu liberation army	NAMED TERROR GROUP
tamil nadu muslim munnetra kazagham	NAMED TERROR GROUP
tamil national retrieval troops	NAMED TERROR GROUP
tamil tigers	NAMED TERROR GROUP
tawhid wal jihad	NAMED TERROR GROUP
tehreek e nafaz e shariat e mohammadi	NAMED TERROR GROUP
tehrik i taliban pakistan	NAMED TERROR GROUP
tehrik ul furqaan	NAMED TERROR GROUP
terra lliure	NAMED TERROR GROUP
terrorist group of assam	NAMED TERROR GROUP
tevhid selam	NAMED TERROR GROUP
national anti corruption front	NAMED TERROR GROUP
the peoples congress of kurdistan	NAMED TERROR GROUP
third of october group	NAMED TERROR GROUP
tigrai peoples liberation front	NAMED TERROR GROUP
tigray people's liberation front	NAMED TERROR GROUP
tontons macoutes	NAMED TERROR GROUP
totally anti war group	NAMED TERROR GROUP
tuareg rebel	NAMED TERROR GROUP
tuareg rebels	NAMED TERROR GROUP
tunisian combatant group	NAMED TERROR GROUP
tupac amaru revolutionary movement	NAMED TERROR GROUP
tupac katari guerrilla army	NAMED TERROR GROUP
turkish communist party	NAMED TERROR GROUP
turkish hezbollah	NAMED TERROR GROUP
turkish hizballah	NAMED TERROR GROUP
turkish islamic jihad	NAMED TERROR GROUP
turkish people's liberation army	NAMED TERROR GROUP
turkish people's liberation front	NAMED TERROR GROUP
turkish peoples liberation party front	NAMED TERROR GROUP
uganda democratic christian army	NAMED TERROR GROUP
ukrainian reactionary force	NAMED TERROR GROUP
ulimo army	NAMED TERROR GROUP
ulimo force	NAMED TERROR GROUP
ulimo soldier	NAMED TERROR GROUP
ulster defence association	NAMED TERROR GROUP
ulster defense association	NAMED TERROR GROUP
ulster freedom fighters	NAMED TERROR GROUP
ulster volunteer force	NAMED TERROR GROUP
ummah liberation army	NAMED TERROR GROUP
ummah tameer e nau	NAMED TERROR GROUP
unified nasserite organization	NAMED TERROR GROUP
unified nasserite organisation	NAMED TERROR GROUP
unified unit of jihad	NAMED TERROR GROUP
union of mujahadin	NAMED TERROR GROUP
unita army	NAMED TERROR GROUP
unita force	NAMED TERROR GROUP
unita soldier	NAMED TERROR GROUP
united arab revolution	NAMED TERROR GROUP
united company of jihad	NAMED TERROR GROUP
united jihad council	NAMED TERROR GROUP
united kuki liberation front	NAMED TERROR GROUP
united lao national liberation front	NAMED TERROR GROUP
united liberation front of asom	NAMED TERROR GROUP
united liberation front of assam	NAMED TERROR GROUP
united nasirite organizaiton	NAMED TERROR GROUP
united nasirite organisation	NAMED TERROR GROUP
united national liberation front	NAMED TERROR GROUP
united organization of halabjah martyrs	NAMED TERROR GROUP
united peoples democratic solidarity	NAMED TERROR GROUP
united revolutionary front of bhutan	NAMED TERROR GROUP
united self defense forces of colombia	NAMED TERROR GROUP
united self defense group of colombia	NAMED TERROR GROUP
united somali congress aideed group	NAMED TERROR GROUP
united tajik opposition	NAMED TERROR GROUP
unofficial anarchist federation	NAMED TERROR GROUP
usbat al ansar	NAMED TERROR GROUP
uygur holy war organization	NAMED TERROR GROUP
uygur holy war organisation	NAMED TERROR GROUP
vanguards of the islamic conquest	NAMED TERROR GROUP
warriors of the boer nation	NAMED TERROR GROUP
weathermen action faction	NAMED TERROR GROUP
weather underground organization	NAMED TERROR GROUP
weather undergrounds	NAMED TERROR GROUP
westboro baptist church	NAMED TERROR GROUP
west nile bank front	NAMED TERROR GROUP
white aryan resistance	NAMED TERROR GROUP
white order of thule	NAMED TERROR GROUP
white patriot party	NAMED TERROR GROUP
winegrowers action committee	NAMED TERROR GROUP
workers' revolutionary party	NAMED TERROR GROUP
world church of the creator	NAMED TERROR GROUP
world islamic jihad group	NAMED TERROR GROUP
world punishment organization	NAMED TERROR GROUP
world punishment organisation	NAMED TERROR GROUP
world tamil movement	NAMED TERROR GROUP
world united formosans for independence	NAMED TERROR GROUP
world uygur youth congress	NAMED TERROR GROUP
yanikian commandos	NAMED TERROR GROUP
yarmuk jamaat	NAMED TERROR GROUP
united vilayat of kabarda balkaria karachai	NAMED TERROR GROUP
vilayat kbk	NAMED TERROR GROUP
yemen islamic jihad	NAMED TERROR GROUP
yoruba oodua peoples congress	NAMED TERROR GROUP
zapatista army of national liberation	NAMED TERROR GROUP
zimbabwe african nationalist union	NAMED TERROR GROUP
zionist action group	NAMED TERROR GROUP
zomi revolutionary army	NAMED TERROR GROUP
