name	normalname	country	latitude	longitude	population
Coffs Harbour	Coffs Harbour	AU	-30.29626	153.11351	26353
Coburg	Coburg	DE	50.25937	10.96384	41901
Wollongong	Wollongong	AU	-34.424	150.89345	292190
Cessnock	Cessnock	AU	-32.83211	151.35623	16393
Castle Hill	Castle Hill	AU	-33.73333	151	35389
Carrum Downs	Carrum Downs	AU	-38.09968	145.17248	17213
Caringbah	Caringbah	AU	-34.04726	151.12051	21283
Canberra	Canberra	AU	-35.28346	149.12807	367752
Camberwell	Camberwell	AU	-37.84205	145.0694	19637
Caloundra	Caloundra	AU	-26.80346	153.12195	38706
Cairns	Cairns	AU	-16.92304	145.76625	153075
Caboolture	Caboolture	AU	-27.08465	152.9511	21478
Burnie	Burnie	AU	-41.05584	145.90375	19972
Bundaberg	Bundaberg	AU	-24.86621	152.3479	70826
Buderim	Buderim	AU	-26.68443	153.05705	15228
Brunswick	Brunswick	US	41.23811	-81.8418	34255
Broken Hill	Broken Hill	AU	-31.9652	141.4512	18430
Brisbane	Brisbane	AU	-27.46794	153.02809	2189878
Boronia	Boronia	AU	-37.86667	145.28333	20825
Blacktown	Blacktown	AU	-33.76667	150.91667	39000
Berwick	Berwick	AU	-38.03333	145.35	44779
Bendigo	Bendigo	AU	-36.75818	144.28024	100617
Bathurst	Bathurst	AU	-33.41665	149.5806	33110
Bankstown	Bankstown	AU	-33.91667	151.03333	30572
Ballarat	Ballarat	AU	-37.56622	143.84957	97937
Auburn	Auburn	US	47.30732	-122.22845	70180
Armidale	Armidale	AU	-30.50828	151.67123	22673
Albury	Albury	AU	-36.07482	146.92401	45627
Cheltenham	Cheltenham	GB	51.90006	-2.07972	103249
Randwick	Randwick	AU	-33.91439	151.24895	25819
Dee Why	Dee Why	AU	-33.75	151.3	17463
Umina	Umina	AU	-33.52314	151.31325	16059
Palmerston	Palmerston	AU	-12.48602	130.9833	25000
Logan City	Logan City	AU	-27.63917	153.10944	282673
Ferntree Gully	Ferntree Gully	AU	-37.88461	145.29539	24724
City of Parramatta	City of Parramatta	AU	-33.81667	151	19745
Malvern East	Malvern East	AU	-37.87397	145.04253	19593
St Albans	St Albans	GB	51.75	-0.33333	84561
Oranjestad	Oranjestad	AW	12.52398	-70.02703	29998
Babijn	Babijn	AW	12.53333	-69.98333	40627
Angochi	Angochi	AW	12.51667	-69.95	29442
Mariehamn	Mariehamn	AX	60.09726	19.93481	10682
Xankandi	Xankandi	AZ	39.8177	46.7528	53100
Əhmədbəyli	Əhmədbəyli	AZ	39.87867	48.39901	17242
Shushi	Shushi	AZ	39.76006	46.74989	18662
Salyan	Salyan	AZ	39.59621	48.98479	36555
Saatlı	Saatlı	AZ	39.93214	48.36892	87000
Neftçala	Neftçala	AZ	39.3768	49.247	18661
Nakhchivan	Nakhchivan	AZ	39.20889	45.41222	64754
Lankaran	Lankaran	AZ	38.75428	48.85062	240300
Imishli	Imishli	AZ	39.87095	48.05995	34178
Fizuli	Fizuli	AZ	39.60094	47.14529	26765
Dzhalilabad	Dzhalilabad	AZ	39.20963	48.49186	36259
Pushkino	Pushkino	RU	56.01722	37.86667	102816
Beylagan	Beylagan	AZ	39.77556	47.61861	15599
Astara	Astara	AZ	38.45598	48.87498	15190
Şirvan	Şirvan	AZ	39.93778	48.929	70220
Ağdam	Ağdam	AZ	39.99096	46.92736	39451
Zaqatala	Zaqatala	AZ	41.6316	46.64479	18277
Zabrat	Zabrat	AZ	40.47746	49.94174	21396
Yevlakh	Yevlakh	AZ	40.61832	47.15014	59036
Yelenendorf	Yelenendorf	AZ	40.58584	46.3189	17816
Xaçmaz	Xaçmaz	AZ	41.46426	48.80565	37175
Ujar	Ujar	AZ	40.51902	47.65423	15741
Terter	Terter	AZ	40.34179	46.93242	18185
Sumqayıt	Sumqayıt	AZ	40.58972	49.66861	265150
Qaraçuxur	Qaraçuxur	AZ	40.39667	49.97361	72989
Shamkhor	Shamkhor	AZ	40.82975	46.0178	35421
Shamakhi	Shamakhi	AZ	40.63141	48.64137	29403
Sheki	Sheki	AZ	41.19194	47.17056	63000
Sabunçu	Sabunçu	AZ	40.4425	49.94806	20996
Sabirabad	Sabirabad	AZ	40.00869	48.47701	28075
Qusar	Qusar	AZ	41.4275	48.4302	16022
Quba	Quba	AZ	41.36108	48.51341	22405
Hacıqabul	Hacıqabul	AZ	40.03874	48.94286	23102
Qazax	Qazax	AZ	41.09246	45.36561	18903
Hacı Zeynalabdin	Hacı Zeynalabdin	AZ	40.62333	49.55861	19019
Mingelchaur	Mingelchaur	AZ	40.76395	47.05953	95453
Maştağa	Maştağa	AZ	40.52983	50.00616	40092
Mardakan	Mardakan	AZ	40.49182	50.14292	15267
Lökbatan	Lökbatan	AZ	40.3256	49.73376	30694
Kyurdarmir	Kyurdarmir	AZ	40.34532	48.15085	19088
Khirdalan	Khirdalan	AZ	40.44808	49.75502	37949
Yeni Suraxanı	Yeni Suraxanı	AZ	40.43026	50.03598	16127
Geoktschai	Geoktschai	AZ	40.65055	47.74219	35348
Hövsan	Hövsan	AZ	40.37444	50.08528	36293
Ganja	Ganja	AZ	40.68278	46.36056	313300
Divichibazar	Divichibazar	AZ	41.20117	48.98712	23248
Buzovna	Buzovna	AZ	40.51903	50.11438	24795
Biny Selo	Biny Selo	AZ	40.45076	50.08686	24596
Barda	Barda	AZ	40.37577	47.12619	37372
Bilajari	Bilajari	AZ	40.4444	49.80566	42194
Baku	Baku	AZ	40.37767	49.89201	1116513
Amirdzhan	Amirdzhan	AZ	40.42639	49.98361	26798
Aghsu	Aghsu	AZ	40.57028	48.40087	17209
Ağdaş	Ağdaş	AZ	40.64699	47.4738	23528
Agdzhabedy	Agdzhabedy	AZ	40.05015	47.45937	34989
Bakıxanov	Bakıxanov	AZ	40.41894	49.96693	66686
Zenica	Zenica	BA	44.20169	17.90397	164423
Visoko	Visoko	BA	43.98889	18.17806	17890
Velika Kladuša	Velika Kladuša	BA	45.18497	15.80579	19330
Tuzla	Tuzla	BA	44.53842	18.66709	142486
Trebinje	Trebinje	BA	42.71197	18.34362	33178
Travnik	Travnik	BA	44.22637	17.66583	31127
Sarajevo	Sarajevo	BA	43.84864	18.35644	696731
Prijedor	Prijedor	BA	44.97991	16.71401	36347
Mostar	Mostar	BA	43.34333	17.80806	104518
Gradačac	Gradačac	BA	44.87851	18.42764	15659
Gračanica	Gračanica	BA	44.70307	18.3101	15758
Goražde	Goražde	BA	43.66795	18.97564	17650
Doboj	Doboj	BA	44.73179	18.08698	27235
Cazin	Cazin	BA	44.96694	15.94306	21741
Bugojno	Bugojno	BA	44.05722	17.45083	41378
Brčko	Brčko	BA	44.87278	18.80833	38968
Bosanska Krupa	Bosanska Krupa	BA	44.8825	16.15139	15193
Bijeljina	Bijeljina	BA	44.75874	19.21437	37692
Bihać	Bihać	BA	44.81694	15.87083	75641
Banja Luka	Banja Luka	BA	44.77583	17.18556	221106
Konjic	Konjic	BA	43.65126	17.96082	15950
Bridgetown	Bridgetown	BB	13.1	-59.61667	98511
Thākurgaon	Thākurgaon	BD	26.03097	88.46989	71096
Teknāf	Teknāf	BD	20.86382	92.30153	40557
Tungi	Tungi	BD	23.89154	90.40232	337579
Sylhet	Sylhet	BD	24.89904	91.87198	237000
Dohār	Dohār	BD	23.59311	90.14251	45543
Jamālpur	Jamālpur	BD	24.91965	89.94812	167900
Shibganj	Shibganj	BD	24.68501	88.15638	35961
Sātkhira	Sātkhira	BD	22.70817	89.07185	128918
Sirājganj	Sirājganj	BD	24.45771	89.70802	127481
Netrakona	Netrakona	BD	24.88352	90.72898	79016
Narsingdi	Narsingdi	BD	23.92298	90.71768	281080
Sandwīp	Sandwīp	BD	22.51409	91.45491	52152
Shāhzādpur	Shāhzādpur	BD	24.17687	89.5988	102420
Rāmganj	Rāmganj	BD	23.1006	90.84989	55241
Rājshāhi	Rājshāhi	BD	24.374	88.60114	700133
Pirojpur	Pirojpur	BD	22.57965	89.97521	54418
Panchagarh	Panchagarh	BD	26.33338	88.55777	48531
Patiya	Patiya	BD	22.29543	91.979	51360
Parbatipur	Parbatipur	BD	25.66369	88.93093	48020
Nārāyanganj	Nārāyanganj	BD	23.61352	90.50298	223622
Nālchiti	Nālchiti	BD	22.63696	90.27195	38703
Nāgarpur	Nāgarpur	BD	24.05783	89.87696	238422
Nageswari	Nageswari	BD	25.96817	89.69153	49425
Mymensingh	Mymensingh	BD	24.75636	90.40646	225126
Muktāgācha	Muktāgācha	BD	24.76484	90.25698	24684
Mirzāpur	Mirzāpur	IN	25.1449	82.56534	220029
Maulavi Bāzār	Maulavi Bāzār	BD	24.48888	91.77075	57441
Morrelgonj	Morrelgonj	BD	22.45566	89.85584	31647
Mehendiganj	Mehendiganj	BD	22.82257	90.52859	39424
Mathba	Mathba	BD	22.28616	89.95883	29760
Lalmanirhat	Lalmanirhat	BD	25.91719	89.44595	65127
Lākshām	Lākshām	BD	23.24018	91.12143	82290
Comilla	Comilla	BD	23.46186	91.18503	389411
Rangpur	Rangpur	BD	25.74664	89.25166	343122
Kushtia	Kushtia	BD	23.9028	89.11943	135724
Kālīganj	Kālīganj	BD	23.40964	89.13801	45631
Jhingergācha	Jhingergācha	BD	23.11134	89.09061	41957
Joypur Hāt	Joypur Hāt	BD	25.10147	89.02734	73068
Ishurdi	Ishurdi	BD	24.12858	89.06573	81995
Habiganj	Habiganj	BD	24.38044	91.41299	88760
Gaurnadi	Gaurnadi	BD	22.97372	90.22376	40519
Gafargaon	Gafargaon	BD	24.432	90.5585	34177
Feni	Feni	BD	23.0144	91.3966	84028
Rāipur	Rāipur	BD	23.0391	90.76808	64652
Sarankhola	Sarankhola	BD	22.31006	89.79113	36470
Dhaka	Dhaka	BD	23.7104	90.40744	10356500
Chilmāri	Chilmāri	BD	25.55613	89.67097	49736
Chhāgalnāiya	Chhāgalnāiya	BD	23.02475	91.51091	39335
Lālmohan	Lālmohan	BD	22.33774	90.73708	42220
Khagrachhari	Khagrachhari	BD	23.10787	91.97007	50364
Chhātak	Chhātak	BD	25.03858	91.6815	39218
Bhātpāra Abhaynagar	Bhātpāra Abhaynagar	BD	23.01472	89.43936	42653
Bherāmāra	Bherāmāra	BD	24.02452	88.99234	38159
Bhairab Bāzār	Bhairab Bāzār	BD	24.0524	90.9764	105457
Bāndarban	Bāndarban	BD	22.19534	92.21946	32523
Kālia	Kālia	BD	23.043	89.63094	40492
Baniachang	Baniachang	BD	24.51863	91.35787	37807
Bājitpur	Bājitpur	BD	24.21623	90.95002	34560
Badarganj	Badarganj	BD	25.67419	89.05377	32600
Narail	Narail	BD	23.15509	89.49515	55112
Tungipāra	Tungipāra	BD	22.89983	89.90326	62210
Sarishābāri	Sarishābāri	BD	24.75127	89.83126	81325
Raojān	Raojān	BD	22.53511	91.91919	25708
Pār Naogaon	Pār Naogaon	BD	24.80418	88.94875	192464
Lakshmīpur	Lakshmīpur	BD	22.9443	90.83005	61703
Kesabpur	Kesabpur	BD	22.90725	89.21954	30926
Dinājpur	Dinājpur	BD	25.62745	88.63779	206234
Uttar Char Fasson	Uttar Char Fasson	BD	22.22647	90.71275	48305
Chittagong	Chittagong	BD	22.3384	91.83168	3920222
Bera	Bera	BD	24.07821	89.63262	39604
Burhānuddin	Burhānuddin	BD	22.49518	90.72391	45670
Sātkania	Sātkania	BD	22.07639	92.04955	52005
Cox’s Bāzār	Cox’s Bāzār	BD	21.45388	91.96765	253788
Khulna	Khulna	BD	22.80979	89.56439	1342339
Bhola	Bhola	BD	22.68759	90.64403	99079
Barisāl	Barisāl	BD	22.70497	90.37013	202242
Jessore	Jessore	BD	23.16971	89.21371	243987
Pābna	Pābna	BD	24.00644	89.2372	186781
Tāngāil	Tāngāil	BD	24.24984	89.91655	180144
Bogra	Bogra	BD	24.85098	89.37108	210000
Pīrgaaj	Pīrgaaj	BD	25.85587	88.35943	34606
Nawābganj	Nawābganj	BD	24.59025	88.27444	142361
Sherpur	Sherpur	BD	25.01881	90.01751	107419
Kishorganj	Kishorganj	BD	24.43944	90.78291	90690
Manikchari	Manikchari	BD	22.83957	91.84128	24813
Bhāndāria	Bhāndāria	BD	22.48898	90.06273	30219
Fatikchari	Fatikchari	BD	22.68768	91.78123	33200
Saidpur	Saidpur	BD	25.77769	88.89169	199422
Azimpur	Azimpur	BD	23.7298	90.3854	96641
Paltan	Paltan	BD	23.73625	90.41426	84492
Zwijndrecht	Zwijndrecht	NL	51.8175	4.63333	45696
Zwevegem	Zwevegem	BE	50.81268	3.33848	23358
Zottegem	Zottegem	BE	50.86955	3.81052	24434
Zonhoven	Zonhoven	BE	50.99064	5.36819	19922
Zoersel	Zoersel	BE	51.26825	4.71296	20642
Zemst	Zemst	BE	50.98318	4.46079	21096
Zele	Zele	BE	51.06566	4.0403	20236
Zedelgem	Zedelgem	BE	51.14236	3.1368	21968
Zaventem	Zaventem	BE	50.88365	4.47298	28188
Wuustwezel	Wuustwezel	BE	51.39214	4.59546	18117
Willebroek	Willebroek	BE	51.06041	4.36019	22808
Wevelgem	Wevelgem	BE	50.8	3.16667	30954
Wetteren	Wetteren	BE	51.00526	3.88341	22930
Westerlo	Westerlo	BE	51.09049	4.91544	22579
Wervik	Wervik	BE	50.78069	3.03854	17340
Wavre	Wavre	BE	50.71717	4.60138	32112
Waterloo	Waterloo	CA	43.4668	-80.51639	97475
Waregem	Waregem	BE	50.88898	3.42756	35896
Walcourt	Walcourt	BE	50.25401	4.43796	17501
Visé	Visé	BE	50.7376	5.69907	17054
Vilvoorde	Vilvoorde	BE	50.92814	4.42938	36955
Verviers	Verviers	BE	50.58907	5.86241	52824
Turnhout	Turnhout	BE	51.32254	4.94471	39654
Tubize	Tubize	BE	50.69059	4.2009	21859
Tournai	Tournai	BE	50.60715	3.38932	67721
Torhout	Torhout	BE	51.0656	3.10085	18933
Tongeren	Tongeren	BE	50.78054	5.46484	29816
Tienen	Tienen	BE	50.80745	4.9378	31743
Tielt	Tielt	BE	50.99931	3.32707	19299
Tessenderlo	Tessenderlo	BE	51.06513	5.08856	16574
Tervuren	Tervuren	BE	50.82372	4.51418	20623
Temse	Temse	BE	51.12794	4.21372	26054
Stekene	Stekene	BE	51.2099	4.03651	16989
Stabroek	Stabroek	BE	51.33189	4.37127	17294
Soumagne	Soumagne	BE	50.61385	5.74679	15237
Soignies	Soignies	BE	50.57904	4.07129	24869
Sint-Truiden	Sint-Truiden	BE	50.81679	5.18647	37859
Sint-Pieters-Leeuw	Sint-Pieters-Leeuw	BE	50.77926	4.24355	30446
Sint-Niklaas	Sint-Niklaas	BE	51.16509	4.1437	69010
Sint-Kruis	Sint-Kruis	BE	51.21399	3.24949	16000
Sint-Katelijne-Waver	Sint-Katelijne-Waver	BE	51.06691	4.53469	19487
Sint-Gillis-Waas	Sint-Gillis-Waas	BE	51.21914	4.12374	17658
Sint-Genesius-Rode	Sint-Genesius-Rode	BE	50.74645	4.35754	17990
Seraing	Seraing	BE	50.58362	5.50115	60737
Schoten	Schoten	BE	51.25251	4.50268	33622
Schilde	Schilde	BE	51.24107	4.58336	20373
Saint-Nicolas	Saint-Nicolas	BE	50.62837	5.53243	22586
Saint-Ghislain	Saint-Ghislain	BE	50.44816	3.81886	22500
Rotselaar	Rotselaar	BE	50.95302	4.71665	15007
Ronse	Ronse	BE	50.74574	3.6005	24204
Roeselare	Roeselare	BE	50.94653	3.12269	56016
Rixensart	Rixensart	BE	50.71229	4.52529	21616
Riemst	Riemst	BE	50.80995	5.60131	15809
Ranst	Ranst	BE	51.18983	4.56533	17405
Quaregnon	Quaregnon	BE	50.44067	3.8653	18491
Puurs	Puurs	BE	51.07409	4.28844	15944
Putte	Putte	BE	51.05337	4.63263	15276
Poperinge	Poperinge	BE	50.85386	2.72659	19537
Pont-à-Celles	Pont-à-Celles	BE	50.50518	4.36887	15909
Péruwelz	Péruwelz	BE	50.50819	3.59373	16647
Peer	Peer	BE	51.1303	5.45952	15551
Overijse	Overijse	BE	50.77436	4.53461	23486
Oupeye	Oupeye	BE	50.71184	5.6468	23594
Oudenaarde	Oudenaarde	BE	50.85168	3.60891	27935
Oostkamp	Oostkamp	BE	51.15432	3.23128	21489
Ostend	Ostend	BE	51.21551	2.927	69011
Nivelles	Nivelles	BE	50.59833	4.32848	24149
Ninove	Ninove	BE	50.82776	4.02657	34795
Nijlen	Nijlen	BE	51.16096	4.67008	20792
Neerpelt	Neerpelt	BE	51.22807	5.4427	16122
Namur	Namur	BE	50.4669	4.86746	106284
Mouscron	Mouscron	BE	50.74497	3.20639	52069
Mortsel	Mortsel	BE	51.16697	4.45127	24525
Morlanwelz-Mariemont	Morlanwelz-Mariemont	BE	50.45502	4.24519	18233
Mons	Mons	BE	50.45413	3.95229	91277
Mol	Mol	BE	51.19188	5.11662	32659
Middelkerke	Middelkerke	BE	51.18532	2.82077	17789
Merelbeke	Merelbeke	BE	50.99447	3.74621	22047
Menen	Menen	BE	50.79722	3.12245	31916
Meise	Meise	BE	50.93934	4.32655	18497
Mechelen	Mechelen	BE	51.02574	4.47762	77530
Marche-en-Famenne	Marche-en-Famenne	BE	50.22678	5.34416	16856
Manage	Manage	BE	50.50312	4.23589	22196
Maldegem	Maldegem	BE	51.20737	3.44511	22092
Maasmechelen	Maasmechelen	BE	50.96545	5.69452	36251
Maaseik	Maaseik	BE	51.09802	5.78379	23684
Louvain-la-Neuve	Louvain-la-Neuve	BE	50.66829	4.61443	29521
Londerzeel	Londerzeel	BE	51.00468	4.30304	17274
Lommel	Lommel	BE	51.23074	5.31349	31993
Lokeren	Lokeren	BE	51.10364	3.99339	37567
Lochristi	Lochristi	BE	51.09644	3.83194	19696
Lille	Lille	FR	50.63297	3.05858	228328
Lier	Lier	BE	51.13128	4.57041	33272
Liège	Liège	BE	50.63373	5.56749	182597
Leuven	Leuven	BE	50.87959	4.70093	92892
Lessines	Lessines	BE	50.71104	3.83579	17687
Lede	Lede	BE	50.96626	3.98594	16813
Lebbeke	Lebbeke	BE	51.00464	4.13457	17372
Lanaken	Lanaken	BE	50.89318	5.6468	24771
La Louvière	La Louvière	BE	50.48657	4.18785	76668
Kortrijk	Kortrijk	BE	50.82803	3.26487	73879
Kortenberg	Kortenberg	BE	50.88982	4.54353	17774
Kontich	Kontich	BE	51.13213	4.44706	20290
Koksijde	Koksijde	BE	51.11642	2.63772	21027
Knokke-Heist	Knokke-Heist	BE	51.35	3.26667	33781
Kasterlee	Kasterlee	BE	51.24118	4.96651	17765
Kapellen	Kapellen	BE	51.31377	4.43539	26410
Kalmthout	Kalmthout	BE	51.38442	4.47556	17485
Izegem	Izegem	BE	50.91396	3.21378	26382
Ieper	Ieper	BE	50.85114	2.88569	35089
Huy	Huy	BE	50.51894	5.23284	19973
Houthalen	Houthalen	BE	51.03427	5.37429	30050
Hoogstraten	Hoogstraten	BE	51.40029	4.76034	18524
Hoboken	Hoboken	US	40.74399	-74.03236	50005
Heusden	Heusden	NL	51.73417	5.13889	42882
Herzele	Herzele	BE	50.88681	3.89014	16523
Herve	Herve	BE	50.64083	5.79353	16544
Herstal	Herstal	BE	50.66415	5.62346	36503
Herentals	Herentals	BE	51.17655	4.83248	25912
Herent	Herent	BE	50.90861	4.67056	19218
Helchteren	Helchteren	BE	51.05591	5.38244	30050
Heist-op-den-Berg	Heist-op-den-Berg	BE	51.07537	4.72827	37873
Hasselt	Hasselt	BE	50.93106	5.33781	69222
Harelbeke	Harelbeke	BE	50.85343	3.30935	25978
Hamme	Hamme	BE	51.09822	4.13705	22891
Halle	Halle	BE	50.73385	4.23454	34479
Haaltert	Haaltert	BE	50.90634	4.00093	17129
Grimbergen	Grimbergen	BE	50.93409	4.37213	33561
Geraardsbergen	Geraardsbergen	BE	50.77343	3.88223	30807
Gent	Gent	BE	51.05	3.71667	231493
Genk	Genk	BE	50.965	5.50082	63666
Gembloux	Gembloux	BE	50.56149	4.69889	21676
Geel	Geel	BE	51.16557	4.98917	34697
Frameries	Frameries	BE	50.40578	3.89603	20598
Fleurus	Fleurus	BE	50.48351	4.55006	22080
Fléron	Fléron	BE	50.61516	5.68062	15994
Flémalle-Haute	Flémalle-Haute	BE	50.59994	5.44471	25144
Evergem	Evergem	BE	51.10529	3.704	31615
Eupen	Eupen	BE	50.6279	6.03647	18029
Essen	Essen	DE	51.45657	7.01228	593085
Eeklo	Eeklo	BE	51.18703	3.55654	19116
Edegem	Edegem	BE	51.15662	4.44504	21839
Duffel	Duffel	BE	51.09554	4.50903	16011
Dour	Dour	BE	50.39583	3.77792	16861
Dilbeek	Dilbeek	BE	50.84799	4.25972	39482
Diksmuide	Diksmuide	BE	51.03248	2.86384	15515
Diest	Diest	BE	50.98923	5.05062	22516
Destelbergen	Destelbergen	BE	51.05952	3.79899	16853
Dendermonde	Dendermonde	BE	51.02869	4.10106	43055
Denderleeuw	Denderleeuw	BE	50.88506	4.07601	16969
Deinze	Deinze	BE	50.98175	3.53096	29815
Courcelles	Courcelles	BE	50.46379	4.3747	29473
Colfontaine	Colfontaine	BE	50.4141	3.85569	19964
Chaudfontaine	Chaudfontaine	BE	50.5828	5.6341	20960
Châtelet	Châtelet	BE	50.40338	4.52826	35238
Charleroi	Charleroi	BE	50.41136	4.44448	200132
Brussels	Brussels	BE	50.85045	4.34878	1019022
Brugge	Brugge	BE	51.20892	3.22424	116709
Brecht	Brecht	BE	51.35024	4.63829	25908
Brasschaat	Brasschaat	BE	51.2912	4.49182	37040
Braine-le-Comte	Braine-le-Comte	BE	50.60979	4.14658	20133
Braine-l'Alleud	Braine-l'Alleud	BE	50.68363	4.36784	37512
Boussu	Boussu	BE	50.43417	3.7944	20058
Bornem	Bornem	BE	51.09716	4.24364	19997
Boom	Boom	BE	51.09242	4.3717	15810
Blankenberge	Blankenberge	BE	51.31306	3.13227	18230
Binche	Binche	BE	50.41155	4.16469	32030
Bilzen	Bilzen	BE	50.87325	5.5184	29622
Beveren	Beveren	BE	51.21187	4.25633	45179
Beringen	Beringen	BE	51.04954	5.22606	40930
Beersel	Beersel	BE	50.76589	4.3002	23228
Beerse	Beerse	BE	51.31927	4.85304	16208
Balen	Balen	BE	51.16837	5.17027	19978
Ath	Ath	BE	50.62937	3.77801	26681
Asse	Asse	BE	50.91011	4.19836	28985
Arlon	Arlon	BE	49.68333	5.81667	26179
Antwerpen	Antwerpen	BE	51.21989	4.40346	459805
Ans	Ans	BE	50.6623	5.52029	27297
Andenne	Andenne	BE	50.48941	5.09513	24055
Aarschot	Aarschot	BE	50.98715	4.83695	27656
Aalter	Aalter	BE	51.09017	3.44693	18802
Aalst	Aalst	BE	50.93604	4.0355	77534
Zorgo	Zorgo	BF	12.24922	-0.61527	23892
Yako	Yako	BF	12.9591	-2.26075	22904
Tougan	Tougan	BF	13.0725	-3.0694	17590
Tenkodogo	Tenkodogo	BF	11.78	-0.36972	37658
Réo	Réo	BF	12.31963	-2.47094	37535
Pô	Pô	BF	11.16972	-1.145	17924
Ouahigouya	Ouahigouya	BF	13.58278	-2.42158	61096
Ouagadougou	Ouagadougou	BF	12.36566	-1.53388	1086505
Nouna	Nouna	BF	12.72939	-3.86305	29048
Manga	Manga	BF	11.66361	-1.07306	15173
Léo	Léo	BF	11.10033	-2.10654	26884
Koupéla	Koupéla	BF	12.17864	-0.35103	32052
Koudougou	Koudougou	BF	12.25263	-2.36272	87347
Kongoussi	Kongoussi	BF	13.32583	-1.53472	26338
Kombissiri	Kombissiri	BF	12.06095	-1.33355	30137
Kokologo	Kokologo	BF	12.18972	-1.88556	25958
Kaya	Kaya	BF	13.09167	-1.08444	39229
Houndé	Houndé	BF	11.5	-3.51667	36593
Gourcy	Gourcy	BF	13.20776	-2.35893	16765
Garango	Garango	BF	11.8	-0.55056	29076
Fada N'gourma	Fada N'gourma	BF	12.06157	0.35843	33910
Dori	Dori	BF	14.0354	-0.0345	37806
Djibo	Djibo	BF	14.0994	-1.62554	22223
Diapaga	Diapaga	BF	12.07305	1.78838	26013
Dédougou	Dédougou	BF	12.46338	-3.46075	45341
Boussé	Boussé	BF	12.6576	-1.89288	15868
Boulsa	Boulsa	BF	12.66664	-0.57469	17489
Bobo-Dioulasso	Bobo-Dioulasso	BF	11.17715	-4.2979	360106
Banfora	Banfora	BF	10.63333	-4.76667	60288
Orodara	Orodara	BF	10.94917	-4.93417	18632
Yambol	Yambol	BG	42.48333	26.5	80116
Vratsa	Vratsa	BG	43.21	23.5625	64941
Vidin	Vidin	BG	43.99	22.8725	54409
Velingrad	Velingrad	BG	42.02754	23.99155	24036
Varna	Varna	BG	43.21667	27.91667	312770
Targovishte	Targovishte	BG	43.2512	26.57215	37774
Troyan	Troyan	BG	42.89427	24.71589	21162
Dobrich	Dobrich	BG	43.56667	27.83333	94831
Svishtov	Svishtov	BG	43.61959	25.35044	32256
Svilengrad	Svilengrad	BG	41.76667	26.2	19279
Stara Zagora	Stara Zagora	BG	42.43278	25.64194	143431
Dupnitsa	Dupnitsa	BG	42.26667	23.11667	34764
Sofia	Sofia	BG	42.69751	23.32415	1152556
Smolyan	Smolyan	BG	41.58528	24.69194	32069
Sliven	Sliven	BG	42.68583	26.32917	96368
Silistra	Silistra	BG	44.11667	27.26667	39715
Shumen	Shumen	BG	43.27064	26.92286	87283
Sevlievo	Sevlievo	BG	43.02583	25.11361	24582
Sandanski	Sandanski	BG	41.56667	23.28333	26459
Samokov	Samokov	BG	42.337	23.5528	26765
Ruse	Ruse	BG	43.85639	25.97083	156238
Razgrad	Razgrad	BG	43.53333	26.51667	38285
Rakovski	Rakovski	BG	42.3	24.96667	15782
Popovo	Popovo	BG	43.35	26.23333	16571
Plovdiv	Plovdiv	BG	42.15	24.75	340494
Pleven	Pleven	BG	43.41667	24.61667	118675
Petrich	Petrich	BG	41.4	23.21667	30308
Peshtera	Peshtera	BG	42.03333	24.3	18676
Pernik	Pernik	BG	42.6	23.03333	82467
Pazardzhik	Pazardzhik	BG	42.2	24.33333	75977
Panagyurishte	Panagyurishte	BG	42.5	24.18333	19389
Nova Zagora	Nova Zagora	BG	42.48333	26.01667	24340
Montana	Montana	BG	43.4125	23.225	47445
Lovech	Lovech	BG	43.13333	24.71667	42211
Lom	Lom	BG	43.81389	23.23611	26594
Kyustendil	Kyustendil	BG	42.28389	22.69111	48286
Kardzhali	Kardzhali	BG	41.65	25.36667	51000
Haskovo	Haskovo	BG	41.93415	25.55557	79699
Kharmanli	Kharmanli	BG	41.93333	25.9	18931
Karnobat	Karnobat	BG	42.65	26.98333	19709
Karlovo	Karlovo	BG	42.63333	24.8	19958
Gotse Delchev	Gotse Delchev	BG	41.56667	23.73333	20471
Gorna Oryakhovitsa	Gorna Oryakhovitsa	BG	43.12778	25.70167	38553
Gabrovo	Gabrovo	BG	42.87472	25.33417	66175
Dimitrovgrad	Dimitrovgrad	RU	54.21386	49.61838	132226
Chirpan	Chirpan	BG	42.2	25.33333	17243
Cherven Bryag	Cherven Bryag	BG	43.26667	24.1	21688
Burgas	Burgas	BG	42.50606	27.46781	195966
Botevgrad	Botevgrad	BG	42.9	23.78333	20909
Blagoevgrad	Blagoevgrad	BG	42.01667	23.1	71306
Berkovitsa	Berkovitsa	BG	43.23611	23.12583	15027
Aytos	Aytos	BG	42.7	27.25	20986
Asenovgrad	Asenovgrad	BG	42.01667	24.86667	52170
Sitrah	Sitrah	BH	26.15472	50.62056	37657
Madīnat ‘Īsá	Madīnat ‘Īsá	BH	26.17361	50.54778	38090
Jidd Ḩafş	Jidd Ḩafş	BH	26.21861	50.54778	31735
Madīnat Ḩamad	Madīnat Ḩamad	BH	26.11528	50.50694	52718
Dār Kulayb	Dār Kulayb	BH	26.06861	50.50389	65466
Al Muharraq	Al Muharraq	BH	26.25722	50.61194	97458
Manama	Manama	BH	26.22787	50.58565	147074
